"search_name","source_binomial","phylum","source","submitted_name","matched_name2","n_mitogenome","n_target","ids_mitogenome","ids_target","n_unique_seqs","dup_accessions","dup_species","dup_species_n","n_all_seqs"
"Nucella lapillus","Nucella lapillus","mollusca","GoMA_census_fauna","Nucella lapillus","Nucella lapillus",0,228,"","2428836361|2046332383|1489974199|1423310892|564735735|564735691|564735673|564735647|564735505|564735463|564735285|564735123|564735109|564735059|564734559|564734431|564734429|564734339|564734307|564734305|564734205|564734071|564734043|564733919|564733665|564735107|1069562154|1002342229|1002342227|1002342225|1002342223|1126634474|95114907|95114905|95114903|95114901|95114899|95114897|95114895|95114893|95114891|95114889|95114887|95114885|95114883|95114881|95114879|95114877|95114875|95114873|95114871|95114869|95114867|95114865|95114863|95114861|95114859|95114857|95114855|95114853|95114851|95114849|95114847|95114845|95114843|95114841|95114839|95114837|95114835|95114833|95114831|95114829|95114827|95114825|95114823|95114821|95114819|95114817|95114815|95114813|95114811|95114809|95114807|95114805|95114803|95114801|95114799|95114797|95114795|95114793|95114791|95114789|95114787|95114785|95114783|95114781|95114779|95114777|95114775|95114773|95114771|95114769|95114767|95114765|95114763|95114761|95114759|95114757|95114755|95114753|95114751|95114749|95114747|95114745|95114743|95114741|95114739|95114737|95114735|95114733|95114731|95114729|95114727|95114725|95114723|95114721|95114719|95114717|95114715|95114713|95114711|95114709|95114707|95114705|95114703|95114701|95114699|95114697|95114695|95114693|95114691|95114689|95114687|95114685|95114683|95114681|95114679|95114677|95114675|95114673|95114671|95114669|95114667|95114665|95114663|95114661|95114659|14028568|14028566|14028564|14028562|14028560|14028558|14028556|14028554|14028552|14028550|14028548|14028546|14028544|14028542|14028540|14028538|14028536|14028534|14028532|14028530|14028528|14028526|14028524|14028522|14028520|14028518|14028516|14028514|14028512|14028510|14028508|14028506|14028504|14028502|14028500|14028498|14028496|14028494|14028492|14028490|14028488|14028486|14028484|14028482|14028480|14028478|14028476|14028474|14028472|14028470|14028468|14028466|14028464|14028462|14028460|14028458|14028456|14028454|14028452|14028450|14028448|1001184779|908309524|908309492|908309354|908309062|908309060|908308930|169655570|313575461|289779430",25,"DQ501747.1|DQ501752.1|DQ501789.1|DQ501761.1|DQ501825.1|DQ501799.1|DQ501727.1|DQ501731.1|DQ501767.1|DQ501743.1|DQ501786.1|DQ501719.1|DQ501797.1|DQ501806.1|DQ501826.1|DQ501827.1|DQ501817.1|DQ501772.1|DQ501742.1|DQ501756.1|DQ501792.1|DQ501760.1|DQ501781.1|DQ501759.1|DQ501749.1|DQ501736.1|DQ501723.1|DQ501779.1|DQ501722.1|DQ501708.1|DQ501813.1|FM999169.1|DQ501818.1|DQ501714.1|AF242138.1|AF242135.1|AF242144.1|AF242136.1|AF242118.1|AF242139.1|AF242132.1|AF242122.1|AF242130.1|AF242143.1|AF242137.1|AF242151.1|AF242125.1|AF242168.1|AF242165.1|AF242171.1|AF242162.1|AF242133.1|AF242129.1|AF242174.1|AF242166.1|AF242126.1|AF242121.1|DQ501724.1|DQ501791.1|DQ501709.1|DQ501712.1|KU566770.1|MG423526.1|KF644023.1|KU566769.1|OP686461.1|KF644112.1|EU391582.1|KF644201.1|KF644337.1|DQ501788.1|DQ501776.1|DQ501782.1|DQ501768.1|DQ501773.1|DQ501810.1|DQ501809.1|DQ501803.1|DQ501730.1|DQ501819.1|KR084847.1|KR084932.1|DQ501807.1|DQ501718.1|KF644306.1|AF242178.1|AF242170.1|AF242157.1|KU496649.1|MT258942.1|DQ501770.1|DQ501769.1|AF242146.1|FN651945.1|KF643505.1|KF643639.1|DQ501816.1|KR084916.1|KX139430.1|DQ501750.1","Nucella lapillus","1",228
"Nucula delphinodonta","Nucula delphinodonta","mollusca","GoM bivalvia species list","Nucula delphinodonta","Nucula delphinodonta",0,0,"","",NA,"na","na","na",0
"Nucula proxima","Nucula proxima","mollusca","GoM bivalvia species list","Nucula proxima","Nucula proxima",0,8,"","18026463|564734697|1391840414|1391840410|1391840290|1391840162|1391840100|1391840088",8,"AF120641.1|KF643818.1|MH087683.1|MH087681.1|MH087621.1|MH087557.1|MH087526.1|MH087520.1","Nucula proxima","1",8
"Nucula tenuis","Nucula tenuis","mollusca","GoM bivalvia species list","Nucula tenuis","Nucula tenuis",0,26,"","1239467657|300226125|564735391|564735315|564735201|564734929|564734887|564734881|564734765|564734705|564734687|564734495|564734365|564734245|564734153|564733905|564733739|564733729|564733649|564733633|156254518|520993112|1336146|157099951|157099911|157099909",NA,"na","na","na",26
"Nuculana caudata","Nuculana caudata","mollusca","GoMA_census_fauna","Nuculana caudata","Nuculana caudata",0,0,"","",NA,"na","na","na",0
"Nuculana minuta","Nuculana minuta","mollusca","GoM bivalvia species list","Nuculana minuta","Nuculana minuta",0,8,"","82622178|18026467|1430075863|1383528051|908308988|908308811|908308537|908308457",8,"DQ280018.1|AF120643.1|MG935324.1|MH242871.1|KR084664.1|KR084575.1|KR084438.1|KR084398.1","Nuculana minuta","1",8
"Nuculana pernula","Nuculana pernula","mollusca","GoM bivalvia species list","Nuculana pernula","Nuculana pernula",0,14,"","300226123|300226121|1430075501|1430075090|1509159628|1489973707|1489973307|1489970522|1489968916|323101793|323101737|323101735|156254506|520993092",10,"HM386462.1|HM386461.1|MG422038.1|HQ919168.1|HQ919139.1|MG935206.1|MG935073.1|MG421025.1|MG423280.1|MG421988.1|MG423080.1|MG422840.1|HQ919140.1|EF528302.1|KC984737.1","Nuculana pernula|Nuculana tenuisulcata","2",14
"Nuculana tenuisulcata","Nuculana tenuisulcata","mollusca","GoMA_census_fauna","Nuculana tenuisulcata","Nuculana tenuisulcata",0,1,"","1489968816",NA,"na","na","na",1
"Nymphon grossipes","Nymphon grossipes","arthropoda","GoMA_census_fauna","Nymphon grossipes","Nymphon grossipes",0,1,"","1910931032",1,"MT865035.1","Nymphon grossipes","1",1
"Nymphon hirtipes","Nymphon hirtipes","arthropoda","GoMA_census_fauna","Nymphon hirtipes","Nymphon hirtipes",0,0,"","",NA,"na","na","na",0
"Nymphon longitarse","Nymphon longitarse","arthropoda","GoMA_census_fauna","Nymphon longitarse","Nymphon longitarse",0,0,"","",NA,"na","na","na",0
"Nymphon stroemi","Nymphon stroemi","arthropoda","GoMA_census_fauna","Nymphon stroemi","Nymphon stroemi",0,1,"","284807245",1,"GQ328963.1","Nymphon stroemi","1",1
"Nymphon tenellum","Nymphon tenellum","arthropoda","GoMA_census_fauna","Nymphon tenellum","Nymphon tenellum",0,1,"","1910931112",1,"MT865075.1","Nymphon tenellum","1",1
"Obelia bidentata","Obelia bidentata","cnidaria","GoMA_census_fauna","Obelia bidentata","Obelia bidentata",0,8,"","1069323518|1069323514|1069323432|60267419|60267417|440623528|410833446|410833444",8,"KX665213.1|KX665211.1|KX665170.1|AY789905.1|AY789904.1|JX121604.1|JQ353749.1|JQ353748.1","Obelia bidentata","1",8
"Obelia dichotoma","Obelia dichotoma","cnidaria","GoMA_census_fauna","Obelia dichotoma","Obelia dichotoma",0,22,"","2070381957|2070381210|1934894898|1934894860|1511947073|1069323604|1069323602|1069323580|1069323578|1069323574|1069323552|1069323550|1069323542|1069323540|1069323538|1069323536|1069323524|1069323510|1069323492|1069323474|60267435|755531616",22,"MZ580890.1|MZ580517.1|MW277730.1|MW277711.1|MG791815.1|KX665256.1|KX665255.1|KX665244.1|KX665243.1|KX665241.1|KX665230.1|KX665229.1|KX665225.1|KX665224.1|KX665223.1|KX665222.1|KX665216.1|KX665209.1|KX665200.1|KX665191.1|AY789913.1|KM603473.1","Obelia dichotoma","1",22
"Obelia geniculata","Obelia geniculata","cnidaria","GoMA_census_fauna","Obelia geniculata","Obelia geniculata",0,55,"","331203266|1069323554|1069323470|1069323416|46519652|46519650|46519648|46519646|46519644|46519642|46519640|46519638|46519636|46519634|46519632|46519630|46519628|46519626|46519624|46519622|46519620|46519618|46519616|46519614|46519612|46519610|46519608|46519606|46519604|46519602|46519600|46519598|46519596|46519594|46519592|46519590|46519588|46519586|46519584|46519582|46519580|46519578|46519576|46519574|46519572|46519570|46519568|46519566|46519564|46519562|46519560|46519558|46519556|46519554|46519552",31,"JF884209.1|KX665231.1|KX665189.1|KX665162.1|AY530429.1|AY530428.1|AY530427.1|AY530426.1|AY530425.1|AY530424.1|AY530423.1|AY530422.1|AY530421.1|AY530418.1|AY530416.1|AY530415.1|AY530409.1|AY530408.1|AY530407.1|AY530406.1|AY530405.1|AY530404.1|AY530403.1|AY530402.1|AY530401.1|AY530400.1|AY530399.1|AY530398.1|AY530397.1|AY530396.1|AY530394.1|AY530393.1|AY530392.1|AY530389.1|AY530388.1|AY530387.1|AY530420.1|AY530419.1|AY530417.1|AY530414.1|AY530413.1|AY530412.1|AY530411.1|AY530410.1|AY530395.1|AY530391.1|AY530390.1|AY530386.1|AY530385.1|AY530384.1|AY530383.1|AY530382.1|AY530381.1|AY530380.1|AY530379.1","Obelia geniculata","1",55
"Obelia longissima","Obelia longissima","cnidaria","GoMA_census_fauna","Obelia longissima","Obelia longissima",0,13,"","1992809416|1992809413|1992809410|1430075299|1069323548|1069323526|1069323502|1069323498|60267427|60267425|60267423|60267421|755531596",12,"MT766294.1|MT766292.1|MT766293.1|MG935140.1|KX665228.1|KX665217.1|KX665205.1|KX665203.1|AY789909.1|AY789908.1|AY789907.1|AY789906.1|KM603470.1","Obelia longissima","1",13
"Oceanobdella microstoma","Oceanobdella microstoma","annelida","GoMA_census_fauna","Oceanobdella microstoma","Oceanobdella microstoma",0,0,"","",NA,"na","na","na",0
"Ocypode quadrata","Ocypode quadrata","arthropoda","GoMA_census_fauna","Ocypode quadrata","Ocypode quadrata",0,41,"","1858378287|1858378285|1858378283|1806558062|1035662291|1035662171|1035662021|1325524422|1325524420|1325524418|1325524416|1325524414|1325524412|1325524410|1325524408|1325524406|1325524404|1325524402|1325524400|1325524398|1325524396|1325524394|1325524392|1325524390|1325524388|1325524386|1325524384|1325524382|1325524380|1325524378|1325524376|1325524374|1325524372|1325524370|1325524368|1325524366|1325524364|1325524362|1325524360|1079797400|1174085893",41,"MT623344.1|MT623343.1|MT623342.1|MN184090.1|KU905934.1|KU905874.1|KU905799.1|KY568760.1|KY568759.1|KY568758.1|KY568757.1|KY568756.1|KY568755.1|KY568754.1|KY568753.1|KY568752.1|KY568751.1|KY568750.1|KY568749.1|KY568748.1|KY568747.1|KY568746.1|KY568745.1|KY568744.1|KY568743.1|KY568742.1|KY568741.1|KY568740.1|KY568739.1|KY568738.1|KY568737.1|KY568736.1|KY568735.1|KY568734.1|KY568733.1|KY568732.1|KY568731.1|KY568730.1|KY568729.1|KU313197.1|LC150423.1","Ocypode quadrata","1",41
"Odostomia modesta","Odostomia modesta","mollusca","GoMA_census_fauna","Odostomia modesta","Odostomia modesta",0,0,"","",NA,"na","na","na",0
"Odostomia trifida","Odostomia trifida","mollusca","GoMA_census_fauna","Odostomia trifida","Odostomia trifida",0,0,"","",NA,"na","na","na",0
"Oenopota bicarinata","Oenopota bicarinata","mollusca","GoMA_census_fauna","Oenopota bicarinata","Oenopota bicarinata",0,4,"","564735483|564735021|564733903|564733629",4,"KF644211.1|KF643980.1|KF643421.1|KF643284.1","Oenopota bicarinata","1",4
"Oenopota cancellata","Oenopota cancellata","mollusca","GoMA_census_fauna","Oenopota cancellata","Oenopota cancellata",0,0,"","",NA,"na","na","na",0
"Oenopota decussatus","Oenopota decussatus","mollusca","GoMA_census_fauna","Oenopota decussatus","Oenopota decussatus",0,0,"","",NA,"na","na","na",0
"Oenopota elegans","Oenopota elegans","mollusca","GoMA_census_fauna","Oenopota elegans","Oenopota elegans",0,0,"","",NA,"na","na","na",0
"Oenopota gilpini","Oenopota gilpini","mollusca","GoMA_census_fauna","Oenopota gilpini","Oenopota gilpini",0,0,"","",NA,"na","na","na",0
"Oenopota multicostata","Oenopota multicostata","mollusca","GoMA_census_fauna","Oenopota multicostata","Oenopota multicostata",0,0,"","",NA,"na","na","na",0
"Oenopota pingelii","Oenopota pingelii","mollusca","GoMA_census_fauna","Oenopota pingelii","Oenopota pingelii",0,0,"","",NA,"na","na","na",0
"Oenopota pyramidalis","Oenopota pyramidalis","mollusca","GoMA_census_fauna","Oenopota pyramidalis","Oenopota pyramidalis",0,0,"","",NA,"na","na","na",0
"Oenopota turricula","Oenopota turricula","mollusca","GoMA_census_fauna","Oenopota turricula","Oenopota turricula",0,0,"","",NA,"na","na","na",0
"Oenopota undata","Oenopota undata","mollusca","GoMA_census_fauna","Oenopota undata","Oenopota undata",0,0,"","",NA,"na","na","na",0
"Oerstedia dorsalis","Oerstedia dorsalis","nemertea","GoMA_census_fauna","Oerstedia dorsalis","Oerstedia dorsalis",0,111,"","2186189723|1597687378|58892617|262386067|262386065|262386063|262386061|262386059|262386057|262386055|262386053|262386051|262386049|262386047|262386045|262386043|262386041|262386039|262386037|262386035|262386033|262386031|262386029|262386027|262386025|262386023|262386021|262386019|262386017|262386015|262386013|262386011|262386009|262386007|262386005|262386003|262386001|262385999|262385997|262385995|262385993|262385991|262385989|262385987|262385985|262385983|262385981|262385979|262385977|262385975|262385973|262385971|262385969|262385967|262385965|262385963|262385961|262385959|262385957|262385955|262385953|262385951|262385949|262385947|262385945|262385943|262385941|262385939|262385937|262385935|262385933|262385931|262385929|1004124971|1004124965|1004124963|1004124957|1004124935|1004124925|1004124909|1004124899|1004124897|1004124893|1004124889|1004124881|1004124865|1004124859|1004124857|1004124855|1004124853|1004124837|1004124795|1004124789|1004124787|1004124783|1004124679|1004124677|1004124675|1004124673|1004124671|1004124651|1004124647|1004124635|1004124633|1004124605|833205493|833205490|833205487|833205484|833205482|833205480",52,"FJ855322.1|FJ855313.1|FJ855318.1|FJ855329.1|FJ855324.1|FJ855358.1|KU839933.1|KU839947.1|KU839822.1|KU839824.1|KU839939.1|KU839934.1|KU839970.1|KU839929.1|KU839911.1|KU839967.1|KU839882.1|KU839914.1|FJ855300.1|FJ855308.1|FJ855299.1|FJ855302.1|FJ855301.1|FJ855297.1|FJ855298.1|FJ855307.1|KP697770.1|FJ855349.1|FJ855325.1|FJ855364.1|KP697771.1|FJ855312.1|FJ855319.1|FJ855360.1|FJ855317.1|FJ855321.1|FJ855352.1|FJ855351.1|FJ855303.1|FJ855354.1|KU839823.1|KU839879.1|FJ855315.1|FJ855362.1|FJ855320.1|FJ855361.1|FJ855327.1|FJ855363.1|FJ855353.1|FJ855346.1|FJ855355.1|FJ855348.1|KU839802.1|KU839810.1|KU839913.1|KU839931.1|KU839917.1|FJ855342.1|FJ855339.1|FJ855340.1|FJ855338.1|FJ855343.1|FJ855345.1|FJ855344.1|FJ855337.1|FJ855306.1|FJ855332.1|FJ855330.1|FJ855314.1|KP697772.1|KP697773.1|KP697768.1|FJ855309.1|FJ855333.1|FJ855334.1|FJ855356.1|FJ855350.1|FJ855310.1|FJ855335.1|FJ855328.1|KU839820.1|FJ855311.1|MH106529.1|KU839808.1|AY791971.1|FJ855296.1|KU839966.1|KU839912.1|KU839963.1|KU839952.1|FJ855336.1|FJ855347.1|KP697769.1|KU839821.1|FJ855295.1|KU839878.1|OM456721.1|KU839876.1|KU839801.1|FJ855316.1","Oerstedia dorsalis","1",111
"Oikopleura labradoriensis","Oikopleura labradoriensis","chordata","GoMA_census_fauna","Oikopleura labradoriensis","Oikopleura labradoriensis",0,0,"","",NA,"na","na","na",0
"Oithona plumifera","Oithona plumifera","arthropoda","GoMA_census_fauna","Oithona plumifera","Oithona plumifera",0,3,"","2482668031|1024390474|1024390472",3,"OQ785653.1|KU982960.1|KU982959.1","Oithona plumifera","1",3
"Oithona similis","Oithona similis","arthropoda","GoMA_census_fauna","Oithona similis","Oithona similis",0,249,"","1502968481|1024390426|1024390424|1024390422|1024390420|1024390418|1024390416|1024390414|1024390412|1024390410|1024390408|1024390406|1024390404|1024390402|1024390400|1024390398|1024390396|1024390394|1024390392|1024390390|1024390388|1024390386|1024390384|1024390382|1024390380|1024390378|1024390376|1024390374|1024390372|1024390370|1024390368|1024390366|1024390364|1024390362|1024390360|1024390358|1024390356|1024390354|1024390352|1024390350|1024390348|1024390346|1024390344|1024390342|1024390340|1024390338|1024390336|1024390334|1024390332|1024390330|1024390328|1024390326|1024390324|1024390322|1024390320|1024390318|1024390316|1024390314|1024390312|1024390310|1024390308|1024390306|1024390304|1024390302|1024390300|1024390298|1024390296|1024390294|1024390292|1024390290|1024390288|1024390286|1024390284|1024390282|1024390280|1024390278|1024390276|1024390274|1024390272|1024390270|1024390268|1024390266|1024390264|1024390262|1024390260|1024390258|1024390256|1024390254|1024390252|1024390250|1024390248|1024390246|1024390244|1024390242|1024390240|1024390238|1024390236|1024390234|1024390232|1024390230|1024390228|1024390226|1024390224|1024390222|1024390220|1024390218|1024390216|1024390214|1024390212|1024390210|1024390208|1024390206|1024390204|1024390202|1024390200|1024390198|1024390196|1024390194|1024390192|1024390190|1024390188|1024390186|1024390184|1024390182|1024390180|1024390178|1024390176|1024390174|1024390172|1024390170|1024390168|1024390166|1024390164|1024390162|1024390160|1024390158|1024390156|1024390154|1024390152|1024390150|1024390148|1024390146|1024390144|1024390142|1024390140|1024390138|1024390136|1024390134|1024390132|1024390130|1024390128|1024390126|1024390124|1024390122|1024390120|1024390118|1024390116|1024390114|1024390112|1024390110|1024390108|1024390106|1024390104|1024390102|1024390100|1024390098|1024390096|1024390094|1024390092|1024390090|1024390088|1024390086|1024390084|1024390082|1024390080|1024390078|1024390076|1024390074|1024390072|1024390070|1024390068|1024390066|1024390064|1024390062|1024390060|1024390058|1024390056|1024390054|1024390052|1024390050|1024390048|1024390046|1024390044|1024390042|1024390040|1024390038|1024390036|1024390034|1024390032|1024390030|1024390028|1024390026|1024390024|1024390022|1024390020|1024390018|1024390016|1024390014|1024390012|1024390010|1024390008|1024390006|1024390004|1024390002|1024390000|1024389998|1024389996|1024389994|1024389992|1024389990|1024389988|1024389986|1024389984|1024389982|193792192|193792190|193792188|347365858|347365856|347365854|347365852|347365850|347365848|347365846|347365844|347365842|347365840|347365838|347365836|347365834|1004169143|1004169141|936252888|936252316|499167999|499167997|529950623|378409249|378409247",38,"KU982860.1|KU982878.1|KU982838.1|KU982846.1|KU982840.1|KU982849.1|KU982839.1|KU982848.1|KU982847.1|KT208459.1|KT208745.1|KU982815.1|KU982816.1|KU982822.1|KU982814.1|KU982817.1|KU982824.1|KU982823.1|KU982813.1|KU982829.1|KU982828.1|KU982936.1|KU982798.1|KU982781.1|KU982804.1|KU982783.1|KU982788.1|KU982803.1|KU982800.1|KU982784.1|KU982799.1|KU982793.1|KU982808.1|KU982763.1|KU982745.1|KU982727.1|KU982773.1|KU982772.1|KU982719.1|KU982747.1|KU982753.1|KU982759.1|KU982775.1|KU982764.1|KU982776.1|KU982732.1|KU982762.1|KU982739.1|KU982721.1|KU982749.1|KU982742.1|KU982722.1|KU982769.1|KU982756.1|KU982761.1|KU982730.1|KU982757.1|KU982760.1|KU982777.1|KU982755.1|KU982725.1|KU982754.1|KU982720.1|KU982895.1|KU982893.1|KU982896.1|KU982714.1|KU982715.1|KU982892.1|KU982894.1|KU982911.1|KU982871.1|KC754453.1|KC754452.1|KU982862.1|JN230866.1|KU982901.1|KU982778.1|JN230871.1|KU982865.1|KU982902.1|KU982915.1|KU982834.1|KU982831.1|KU982873.1|KU982716.1|KU982907.1|EU599544.1|JF269186.1|KU982935.1|KU982903.1|JN230864.1|KU982859.1|KU982898.1|KU982870.1|KU982899.1|JN230859.1|KU982929.1|KU982934.1|JF269185.1","Oithona similis","1",249
"Okenia ascidicola","Okenia ascidicola","mollusca","GoMA_census_fauna","Okenia ascidicola","Okenia ascidicola",0,0,"","",NA,"na","na","na",0
"Okenia pulchella","Okenia pulchella","mollusca","GoMA_census_fauna","Okenia pulchella","Okenia pulchella",0,0,"","",NA,"na","na","na",0
"Omalogyra atomus","Omalogyra atomus","mollusca","GoMA_census_fauna","Omalogyra atomus","Omalogyra atomus",0,0,"","",NA,"na","na","na",0
"Oncaea minuta","Oncaea minuta","arthropoda","GoMA_census_fauna","Oncaea minuta","Oncaea minuta",0,0,"","",NA,"na","na","na",0
"Onchidoris aspera","Onchidoris aspera","mollusca","GoMA_census_fauna","Onchidoris aspera","Onchidoris aspera",0,0,"","",NA,"na","na","na",0
"Onchidoris bilamellata","Onchidoris bilamellata","mollusca","New England nudibranch","Onchidoris bilamellata","Onchidoris bilamellata",0,15,"","2070382007|2070381997|2070381569|2070381567|2070381561|2070381202|1430075056|564735113|564734807|564734011|564733551|1383528061|1009480303|908309262|805575768",13,"MZ580915.1|MZ580910.1|MZ580692.1|MZ580696.1|MZ580695.1|MZ580513.1|MG935062.1|KF644026.1|KF643873.1|KF643475.1|KF643245.1|MH242876.1|MZ580913.1|KU695604.1|KR084801.1|KP340408.1","Onchidoris bilamellata|Onchidoris muricata","2",15
"Onchidoris diademata","Onchidoris diademata","mollusca","GoMA_census_fauna","Onchidoris diademata","Onchidoris diademata",0,0,"","",NA,"na","na","na",0
"Onchidoris grisea","Onchidoris grisea","mollusca","GoMA_census_fauna","Onchidoris grisea","Onchidoris grisea",0,0,"","",NA,"na","na","na",0
"Onchidoris muricata","Onchidoris muricata","mollusca","GoMA_census_fauna","Onchidoris muricata","Onchidoris muricata",0,19,"","2070382003|300226185|300226183|1430075420|564733997|1402400763|1383528063|1139451042|1139451040|1139451038|1139451036|1139451034|1139451032|1139451030|38489821|908308639|668730763|668730761|4741668",11,"HM386493.1|KY996414.1|HM386492.1|MG935180.1|KF643468.1|MH242877.1|KX951697.1|KX951696.1|KX951695.1|KX951694.1|KX951693.1|KX951692.1|KX951691.1|AY345033.1|KR084489.1|KM219681.1|KM219680.1|AJ223271.1","Onchidoris muricata","1",19
"Onchidoris tenella","Onchidoris tenella","mollusca","GoMA_census_fauna","Onchidoris tenella","Onchidoris tenella",0,0,"","",NA,"na","na","na",0
