"search_name","source_binomial","source","submitted_name","matched_name2","n_mitogenome","n_target","ids_mitogenome","ids_target","unique_target_seqs_n","primer_matched_n","clamp_threshold1_n","clamp_threshold2_n","dup_accessions","dup_species","dup_species_n","n_target_all"
"Sylvilagus floridanus","Sylvilagus floridanus","HarrisonGoldspiel_LandVertsNortheast","Sylvilagus floridanus","Sylvilagus floridanus",0,27,"","12700633|1041501724|1041501723|1041501717|1041501716|1041501715|1041501706|1041501705|1041501702|1041501701|1041501700|1041501692|1041501691|1041501689|1041501688|1041501687|1041501682|1041501681|1041501680|1041501679|349573499|256367864|256367863|256367862|256367861|33114352|4691479",26,21,21,21,"AY012126.1|KU057253.1|KU057252.1|KU057246.1|KU057245.1|KU057244.1|KU057235.1|KU057234.1|KU057231.1|KU057230.1|KU057229.1|KU057221.1|KU057220.1|KU057218.1|KU057217.1|KU057216.1|KU057211.1|KU057210.1|KU057209.1|KU057208.1|JN393219.1|GQ387168.1|GQ387167.1|GQ387166.1|GQ387165.1|AY292698.1","Sylvilagus floridanus","1",27
"Sylvilagus transitionalis","Sylvilagus transionalis","HarrisonGoldspiel_LandVertsNortheast","Sylvilagus transionalis","Sylvilagus transitionalis",0,1,"","1041501721",1,1,1,1,"KU057250.1","Sylvilagus transitionalis","1",1
"Synaptomys borealis","Synaptomys borealis","HarrisonGoldspiel_LandVertsNortheast","Synaptomys borealis","Synaptomys borealis",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Synaptomys cooperi","Synaptomys cooperi","HarrisonGoldspiel_LandVertsNortheast","Synaptomys cooperi","Synaptomys cooperi",0,1,"","1777439712",1,NA,NA,NA,"MN725728.1","Synaptomys cooperi","1",1
"Syngnathus fuscus","Syngnathus fuscus","ReneeFrancolini_MaineFish","Syngnathus fuscus","Syngnathus fuscus",0,4,"","2095925738|1143650178|1129799456|14586790",4,1,1,1,"OK172580.1|KY065875.1|KX686078.1|AF354955.1","Syngnathus fuscus","1",4
"Syngnathus leptorhynchus","Syngnathus leptorhynchus","ReneeFrancolini_MaineFish","Syngnathus leptorhynchus","Syngnathus leptorhynchus",2,3,"2248512097|2234581672","985563200|985563199|14586799",4,1,1,1,"LC091883.1|LC091882.1|AF354964.1|NC_063777.1|OL334980.1","Syngnathus leptorhynchus","1",5
"Synodus foetens","Synodus foetens","ReneeFrancolini_MaineFish","Synodus foetens","Synodus foetens",0,8,"","2309725984|2296348096|2282237342|1788585370|1788585367|1788585364|557745727|112361601",NA,NA,NA,NA,"na","na","na",8
"Synthiloboramphus antiquus","Synthiloboramphus antiquus","HarrisonGoldspiel_LandVertsNortheast","Synthiloboramphus antiquus","Synthiloboramphus antiquus",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Tachycineta bicolor","Tachycineta bicolor","HarrisonGoldspiel_LandVertsNortheast","Tachycineta bicolor","Tachycineta bicolor",2,1,"470227023|371572091","23297895",2,2,2,2,"AY136560.1|NC_020596.1|JQ071614.1","Tachycineta bicolor","1",3
"Tachycineta thalassina","Tachycineta thalassina","HarrisonGoldspiel_LandVertsNortheast","Tachycineta thalassina","Tachycineta thalassina",2,0,"470227063|371572105","",1,1,1,1,"NC_020597.1|JQ071615.1","Tachycineta thalassina","1",2
"Tamias striatus","Tamias striatus","HarrisonGoldspiel_LandVertsNortheast","Tamias striatus","Tamias striatus",2,4,"1125813751|1111245465","12700617|349573497|29653154|33114343",5,4,4,4,"AY012110.1|JN393217.1|AY227532.1|AY292689.1|NC_032375.1|KY070151.1","Tamias striatus","1",6
"Tamiasciurus hudsonicus","Tamiasciurus hudsonicus","HarrisonGoldspiel_LandVertsNortheast","Tamiasciurus hudsonicus","Tamiasciurus hudsonicus",0,2,"","658309358|29653177",2,1,1,1,"HG962422.1|AY227555.1","Tamiasciurus hudsonicus","1",2
"Tantilla coronata","Tantilla coronata","HarrisonGoldspiel_LandVertsNortheast","Tantilla coronata","Tantilla coronata",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Tautoga onitis","Tautoga onitis","ReneeFrancolini_MaineFish","Tautoga onitis","Tautoga onitis",0,15,"","2282140057|2030285393|1944581878|1944581877|1944581876|1944581875|1944581874|1944581873|1944581872|1944581871|1944581870|1129799475|1129799473|33569527|194351318",14,3,3,3,"OP151400.1|MW630160.1|MT461366.1|MT461365.1|MT461364.1|MT461363.1|MT461362.1|MT461361.1|MT461360.1|MT461359.1|MT461358.1|KX686097.1|KX686095.1|AY279648.1|EU601223.1","Tautoga onitis","1",15
"Tautogolabrus adspersus","Tautogolabrus adspersus","ReneeFrancolini_MaineFish","Tautogolabrus adspersus","Tautogolabrus adspersus",0,3,"","2095925523|2030285394|33569528",3,3,3,3,"OK172578.1|MW630161.1|AY279649.1","Tautogolabrus adspersus","1",3
"Terrapene carolina","Terrapene carolina","HarrisonGoldspiel_LandVertsNortheast","Terrapene carolina","Terrapene carolina",0,2,"","1702286671|197216258",2,NA,NA,NA,"XM_026661829.2|EU930737.1","Terrapene carolina","1",2
"Terrapene ornata","Terrapene ornata","HarrisonGoldspiel_LandVertsNortheast","Terrapene ornata","Terrapene ornata",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Thalassarche chlororhynchos","Thalassarche chlororhynchos","HarrisonGoldspiel_LandVertsNortheast","Thalassarche chlororhynchos","Thalassarche chlororhynchos",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Thalassarche melanophris","Thalassarche melanophris","HarrisonGoldspiel_LandVertsNortheast","Thalassarche melanophris","Thalassarche melanophris",2,0,"124012082|124056423","",1,1,1,1,"AY158677.2|NC_007172.2","Thalassarche melanophris","1",2
"Thalasseus elegans","Thalasseus elegans","HarrisonGoldspiel_LandVertsNortheast","Thalasseus elegans","Thalasseus elegans",0,1,"","54660084",1,NA,NA,NA,"AY631338.1","Thalasseus elegans","1",1
"Thalasseus maxima","Thalasseus maxima","HarrisonGoldspiel_LandVertsNortheast","Thalasseus maxima","Thalasseus maxima",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Thalasseus sandvicensis","Thalasseus sandvicensis","HarrisonGoldspiel_LandVertsNortheast","Thalasseus sandvicensis","Thalasseus sandvicensis",0,1,"","54660095",1,NA,NA,NA,"AY631349.1","Thalasseus sandvicensis","1",1
"Thalassoma bifasciatum","Thalassoma bifasciatum","ReneeFrancolini_MaineFish","Thalassoma bifasciatum","Thalassoma bifasciatum",0,5,"","2282139911|1525820746|1321303743|33569529|99642176",5,2,2,2,"OP151282.1|MK246126.1|MG665314.1|AY279650.1|AJ810153.1","Thalassoma bifasciatum","1",5
"Thamnophis brachystoma","Thamnophis brachystoma","HarrisonGoldspiel_LandVertsNortheast","Thamnophis brachystoma","Thamnophis brachystoma",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Thamnophis butleri","Thamnophis butleri","HarrisonGoldspiel_LandVertsNortheast","Thamnophis butleri","Thamnophis butleri",0,1,"","18419349",1,1,1,1,"AF402640.1","Thamnophis butleri","1",1
"Thamnophis proximus","Thamnophis proximus","HarrisonGoldspiel_LandVertsNortheast","Thamnophis proximus","Thamnophis proximus",0,1,"","18419354",1,1,1,1,"AF402645.1","Thamnophis proximus","1",1
"Thamnophis radix","Thamnophis radix","HarrisonGoldspiel_LandVertsNortheast","Thamnophis radix","Thamnophis radix",0,1,"","18419360",1,1,1,1,"AF402651.1","Thamnophis radix","1",1
"Thamnophis sauritus","Thamnophis sauritus","HarrisonGoldspiel_LandVertsNortheast","Thamnophis sauritus","Thamnophis sauritus",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Thamnophis sirtalis","Thamnophis sirtalis","HarrisonGoldspiel_LandVertsNortheast","Thamnophis sirtalis","Thamnophis sirtalis",0,10,"","1057715977|927176492|927176197|927168461|927160282|927158091|927147265|927115185|18419356|18419355",10,2,2,2,"KX694574.1|XM_014069056.1|XM_014068963.1|XM_014066402.1|XM_014063688.1|XM_014062982.1|XM_014059491.1|XM_014063865.1|AF402647.1|AF402646.1","Thamnophis sirtalis","1",10
"Thryothorus bewickii","Thryothorus bewickii","HarrisonGoldspiel_LandVertsNortheast","Thryothorus bewickii","Thryothorus bewickii",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Thryothorus ludovicianus","Thryothorus ludovicianus","HarrisonGoldspiel_LandVertsNortheast","Thryothorus ludovicianus","Thryothorus ludovicianus",2,0,"1919576848|1910802648","",1,1,1,1,"NC_051032.1|MN356226.1","Thryothorus ludovicianus","1",2
"Thunnus thynnus","Thunnus thynnus","ReneeFrancolini_MaineFish","Thunnus thynnus","Thunnus thynnus",7,34,"1898139670|33622385|295065594|577027873|336327049|281428546|34577043","1723778514|114148947|54110986|41323762|41323761|34850410|34850409|34850408|34850407|34850406|34850405|34850404|34850403|34850402|34850401|34850400|34850399|34850398|34850397|34850396|34850395|34850394|34850393|34850392|34850391|34850390|34850389|34850388|34850387|34850386|34850385|34850384|34850383|34850382",33,4,4,4,"MK902885.1|DQ854647.1|AY507951.1|MT410869.1|NC_014052.1|GU256522.1|AB176805.1|AY507952.1|AB106311.1|AB106310.1|AB106309.1|AB106308.1|AB106307.1|AB106305.1|AB106306.1|AB106304.1|AB106303.1|AB106302.1|AB106301.1|AB106300.1|AB106299.1|AB106298.1|AB106297.1|AB106296.1|AB106295.1|AB106294.1|AB106286.1|AB106293.1|AB106292.1|AB106291.1|AB106290.1|AB106289.1|AB106288.1|AB106287.1|AB106285.1|AB106284.1|AB106283.1|AY302574.2|NC_004901.2|KF906720.1","Thunnus thynnus","1",41
"Toxostoma rufum","Toxostoma rufum","HarrisonGoldspiel_LandVertsNortheast","Toxostoma rufum","Toxostoma rufum",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Trachemys scripta","Trachemys scripta","HarrisonGoldspiel_LandVertsNortheast","Trachemys scripta","Trachemys scripta",7,48,"212725508|1943046275|1943046261|1943046247|211906383|727355135|727355121","2126713246|2126713245|2126713244|2126713243|2126713242|2126713241|2126713240|2126713239|2126713238|2126713237|2126713236|2126713235|2126713234|2126713233|2126713232|2126713231|2126713230|2126713229|2126713228|2126713227|2126713226|2126713225|2126713224|2126713223|2126713222|2126713221|2126713220|2126713219|2126713218|2126713217|2126713216|2126713215|2126713214|2126713213|1846719001|365176916|365176915|365176914|365176913|365176912|365176911|326368089|353333252|312837845|5739504|28208174|473678|1778405",14,6,6,6,"LR735596.1|LR735595.1|LR735594.1|LR735593.1|LR735592.1|LR735591.1|LR735590.1|LR735589.1|LR735588.1|LR735587.1|LR735586.1|LR735585.1|LR735584.1|LR735583.1|LR735581.1|LR735580.1|LR735579.1|LR735578.1|LR735577.1|LR735576.1|LR735575.1|LR735573.1|LR735572.1|LR735571.1|LR735570.1|LR735569.1|LR735568.1|LR735567.1|LR735566.1|LR735565.1|LR735564.1|LR735563.1|HE590290.1|HE590289.1|HE590288.1|HE590286.1|FR717130.1|LR735582.1|HE590287.1|HE590285.1|LR735574.1|XM_034752680.1|HQ442366.1|GU477770.1|AF175340.1|AB090022.1|L28077.1|U81328.1|NC_011573.1|MW122292.1|FJ392294.1|MW019443.1|KM216748.1|MW122291.1|KM216749.1","Trachemys scripta","1",55
"Trachinotus falcatus","Trachinotus falcatus","ReneeFrancolini_MaineFish","Trachinotus falcatus","Trachinotus falcatus",0,7,"","2296348073|2296348072|2296348071|2296348070|2296348068|2296348067|2282140083",NA,NA,NA,NA,"na","na","na",7
"Trachurus lathami","Trachurus lathami","ReneeFrancolini_MaineFish","Trachurus lathami","Trachurus lathami",0,4,"","2282140072|1515576528|1515576527|1515576526",2,NA,NA,NA,"OP151413.1|MH377813.1|MH377812.1|MH377811.1","Trachurus lathami","1",4
"Trinectes maculatus","Trinectes maculatus","ReneeFrancolini_MaineFish","Trinectes maculatus","Trinectes maculatus",2,5,"594448465|379048957","1773395467|985565577|112361573|40841885|22532256",5,1,1,1,"MK617041.1|AY430282.1|LC026801.1|DQ874686.1|AF488496.1|NC_023769.1|JQ639070.1","Trinectes maculatus","1",7
"Tringa brevipes","Tringa brevipes","HarrisonGoldspiel_LandVertsNortheast","Tringa brevipes","Tringa brevipes",0,1,"","62720726",1,NA,NA,NA,"AY894140.1","Tringa brevipes","1",1
"Tringa erythropus","Tringa erythropus","HarrisonGoldspiel_LandVertsNortheast","Tringa erythropus","Tringa erythropus",2,1,"1043377908|1035662659","62720727",2,1,1,1,"AY894141.1|NC_030585.1|KX230491.1","Tringa erythropus","1",3
"Tringa flavipes","Tringa flavipes","HarrisonGoldspiel_LandVertsNortheast","Tringa flavipes","Tringa flavipes",0,1,"","62720728",1,NA,NA,NA,"AY894142.1","Tringa flavipes","1",1
"Tringa incana","Tringa incana","HarrisonGoldspiel_LandVertsNortheast","Tringa incana","Tringa incana",0,1,"","62720731",1,NA,NA,NA,"AY894145.1","Tringa incana","1",1
"Tringa melanoleuca","Tringa melanoleuca","HarrisonGoldspiel_LandVertsNortheast","Tringa melanoleuca","Tringa melanoleuca",0,3,"","109657946|62720733|21304627",3,1,1,1,"DQ674580.1|AY894147.1|AF285807.1","Tringa melanoleuca","1",3
"Tringa nebularia","Tringa nebularia","HarrisonGoldspiel_LandVertsNortheast","Tringa nebularia","Tringa nebularia",3,1,"1850791193|1747250989|1725909924","62720734",2,1,1,1,"AY894148.1|MG883743.1|NC_044651.1|MK460251.1","Tringa nebularia","1",4
"Tringa semipalmatus","Tringa semipalmatus","HarrisonGoldspiel_LandVertsNortheast","Tringa semipalmatus","Tringa semipalmatus",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Tringa solitaria","Tringa solitaria","HarrisonGoldspiel_LandVertsNortheast","Tringa solitaria","Tringa solitaria",0,1,"","62720736",1,NA,NA,NA,"AY894150.1","Tringa solitaria","1",1
"Troglodytes aedon","Troglodytes aedon","HarrisonGoldspiel_LandVertsNortheast","Troglodytes aedon","Troglodytes aedon",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Troglodytes hiemalis","Troglodytes hiemalis","HarrisonGoldspiel_LandVertsNortheast","Troglodytes hiemalis","Troglodytes hiemalis",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Turdus iliacus","Turdus iliacus","HarrisonGoldspiel_LandVertsNortheast","Turdus iliacus","Turdus iliacus",0,2,"","166707772|124108902",2,NA,NA,NA,"EU154521.1|EF027335.1|EF027341.1|EF027340.1","Turdus iliacus|Turdus pilaris","2",2
"Turdus migratorius","Turdus migratorius","HarrisonGoldspiel_LandVertsNortheast","Turdus migratorius","Turdus migratorius",2,2,"685497273|677286163","166707783|7339799",3,2,2,2,"EU154532.1|AF173599.1|NC_024872.1|KJ909198.1","Turdus migratorius","1",4
"Turdus pilaris","Turdus pilaris","HarrisonGoldspiel_LandVertsNortheast","Turdus pilaris","Turdus pilaris",0,3,"","166707800|124108908|124108907",1,NA,NA,NA,"EU154549.1","Turdus pilaris","1",3
"Tympanuchus cupido","Tympanuchus cupido","HarrisonGoldspiel_LandVertsNortheast","Tympanuchus cupido","Tympanuchus cupido",1,2,"2070976573","8886859|6970168",3,2,2,2,"AF222596.1|AF230161.1|MW574394.1","Tympanuchus cupido","1",3
"Tyrannus couchii","Tyrannus couchii","HarrisonGoldspiel_LandVertsNortheast","Tyrannus couchii","Tyrannus couchii",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Tyrannus dominicensis","Tyrannus dominicensis","HarrisonGoldspiel_LandVertsNortheast","Tyrannus dominicensis","Tyrannus dominicensis",0,1,"","1961334772",1,NA,NA,NA,"MW524397.1","Tyrannus dominicensis","1",1
"Tyrannus forficatus","Tyrannus forficatus","HarrisonGoldspiel_LandVertsNortheast","Tyrannus forficatus","Tyrannus forficatus",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Tyrannus melancholicus","Tyrannus melancholicus","HarrisonGoldspiel_LandVertsNortheast","Tyrannus melancholicus","Tyrannus melancholicus",0,1,"","18251068",1,1,1,1,"AF386462.1","Tyrannus melancholicus","1",1
"Tyrannus savana","Tyrannus savana","HarrisonGoldspiel_LandVertsNortheast","Tyrannus savana","Tyrannus savana",2,0,"1919576750|1910802550","",1,1,1,1,"NC_051025.1|MN356203.1","Tyrannus savana","1",2
"Tyrannus tyrannus","Tyrannus tyrannus","HarrisonGoldspiel_LandVertsNortheast","Tyrannus tyrannus","Tyrannus tyrannus",0,2,"","7339800|1052992",2,1,1,1,"AF173600.1|U38356.1","Tyrannus tyrannus","1",2
"Tyrannus verticalis","Tyrannus verticalis","HarrisonGoldspiel_LandVertsNortheast","Tyrannus verticalis","Tyrannus verticalis",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Tyrannus vociferans","Tyrannus vociferans","HarrisonGoldspiel_LandVertsNortheast","Tyrannus vociferans","Tyrannus vociferans",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Tyto alba","Tyto alba","HarrisonGoldspiel_LandVertsNortheast","Tyto alba","Tyto alba",0,5,"","2077778717|2077778714|291603455|168805926|2213762",5,2,2,2,"XM_042791822.1|XM_042791821.1|GU799590.1|EU167085.1|U83749.1","Tyto alba","1",5
"Ulvaria subbifurcata","Ulvaria subbifurcata","ReneeFrancolini_MaineFish","Ulvaria subbifurcata","Ulvaria subbifurcata",0,2,"","1515576547|1515576546",1,NA,NA,NA,"MH377832.1|MH377831.1","Ulvaria subbifurcata","1",2
"Uria aalge","Uria aalge","HarrisonGoldspiel_LandVertsNortheast","Uria aalge","Uria aalge",0,4,"","148466780|148466779|94471930|21104307",3,2,2,2,"EF380314.1|EF380313.1|DQ485794.1|AJ242686.1","Uria aalge","1",4
"Uria lomvia","Uria lomvia","HarrisonGoldspiel_LandVertsNortheast","Uria lomvia","Uria lomvia",0,1,"","21104311",1,1,1,1,"AJ242687.1","Uria lomvia","1",1
"Urocyon cinereoargenteus","Urocyon cinereoargenteus","HarrisonGoldspiel_LandVertsNortheast","Urocyon cinereoargenteus","Urocyon cinereoargenteus",102,2,"2239968454|2239968440|2239968426|2239968412|2239968398|2239968384|2239968370|2239968356|2239968342|2239968328|2239968314|2239968300|2239968286|2239968272|2239968258|2239968244|2239968230|2239968216|2239968202|2239968188|2239968174|2239968160|2239968146|2239968132|2239968118|2239968104|2239968090|2239968076|2239968062|2239968048|2239968034|2239968020|2239968006|2239967992|2239967978|2239967964|2239967950|2239967936|2239967922|2239967908|2239967894|2239967880|2239967866|2239967852|2239967838|2239967824|2239967810|2239967796|2239967782|2239967768|2239967754|2239967740|2239967726|2239967712|2239967698|2239967684|2239967670|2239967656|2239967642|2239967628|2239967614|2239967600|2239967586|2239967572|2239967558|2239967544|2239967530|2239967516|2239967502|2239967488|2239967474|2239967460|2239967446|2239967432|2239967418|769829698|765368189|765368175|765368161|765368147|765368133|765368119|765368105|765368091|765368077|765368063|765368049|765368035|765368021|765368007|765367993|765367979|765367965|765367951|765367937|765367923|765367909|765367895|765367881|765367867|765367853|765367839","349573493|2231362",29,27,27,27,"JN393213.1|U78348.1|MW600068.1|MW600066.1|MW600065.1|MW600053.1|MW600003.1|MW600000.1|MW599999.1|MW599995.1|MW600067.1|MW600058.1|MW600052.1|MW600051.1|MW600049.1|MW600047.1|MW600046.1|MW600045.1|MW600033.1|MW600031.1|MW600030.1|MW600029.1|MW600028.1|MW600027.1|MW600020.1|MW600009.1|MW600006.1|MW600004.1|MW600002.1|MW599997.1|MW600064.1|MW600063.1|MW600062.1|MW600061.1|MW600060.1|MW600055.1|MW600054.1|MW600041.1|MW600039.1|MW600038.1|MW600036.1|MW600035.1|MW600034.1|MW600019.1|NC_026723.1|KP129107.1|KP129106.1|KP129105.1|KP129104.1|KP129103.1|KP129102.1|KP129101.1|KP129100.1|KP129099.1|KP129098.1|KP129097.1|KP129096.1|KP129095.1|KP129094.1|KP129093.1|KP129091.1|KP129090.1|KP129089.1|KP129088.1|KP129085.1|KP129084.1|KP129083.1|MW600059.1|MW600057.1|MW600056.1|MW600048.1|MW600043.1|MW600042.1|MW600016.1|MW600050.1|MW600021.1|MW600018.1|MW600015.1|MW600044.1|MW600040.1|MW600037.1|MW600032.1|MW600026.1|MW600014.1|MW600007.1|MW599994.1|MW600025.1|MW600024.1|MW600023.1|MW600022.1|MW600017.1|MW600013.1|MW600012.1|KP129108.1|MW600011.1|MW599996.1|MW600010.1|MW600008.1|MW600005.1|MW600001.1|MW599998.1|KP129092.1|KP129087.1|KP129086.1","Urocyon cinereoargenteus","1",104
"Urophycis chuss","Urophycis chuss","ReneeFrancolini_MaineFish","Urophycis chuss","Urophycis chuss",0,2,"","2282140103|227463873",2,NA,NA,NA,"OP151440.1|FJ215093.1","Urophycis chuss","1",2
"Urophycis regia","Urophycis regia","ReneeFrancolini_MaineFish","Urophycis regia","Urophycis regia",0,1,"","227463871",1,NA,NA,NA,"FJ215091.1","Urophycis regia","1",1
"Urophycis tenuis","Urophycis tenuis","ReneeFrancolini_MaineFish","Urophycis tenuis","Urophycis tenuis",0,3,"","1918447663|1825511901|227463872",3,1,1,1,"LC579065.1|MT103927.1|FJ215092.1","Urophycis tenuis","1",3
"Ursus americanus","Ursus americanus","HarrisonGoldspiel_LandVertsNortheast","Ursus americanus","Ursus americanus",3,11,"19110544|19343488|397174839","2176711218|2176668070|620941035|576864458|576864457|576864453|576864450|576864439|2231363|1871572|418000",7,2,2,2,"XM_045773509.1|XM_045797411.1|KJ607607.1|KJ155718.1|KJ155717.1|KJ155713.1|KJ155710.1|KJ155699.1|U78349.1|Y08520.1|JX196366.1|L21891.1|AF303109.1|NC_003426.1","Ursus americanus","1",14
"Vanellus vanellus","Vanellus vanellus","HarrisonGoldspiel_LandVertsNortheast","Vanellus vanellus","Vanellus vanellus",2,0,"722491326|700274645","",1,1,1,1,"NC_025637.1|KM577158.1","Vanellus vanellus","1",2
"Vermivora chrysoptera","Vermivora chrysoptera","HarrisonGoldspiel_LandVertsNortheast","Vermivora chrysoptera","Vermivora chrysoptera",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Vermivora cyanoptera","Vermivora cyanoptera","HarrisonGoldspiel_LandVertsNortheast","Vermivora cyanoptera","Vermivora cyanoptera",0,0,"","",NA,NA,NA,NA,"na","na","na",0
"Vireo altiloquus","Vireo altiloquus","HarrisonGoldspiel_LandVertsNortheast","Vireo altiloquus","Vireo altiloquus",2,0,"1919576624|1910802424","",1,1,1,1,"NC_051016.1|MN356188.1","Vireo altiloquus","1",2
