"user_supplied_name","submitted_name","data_source_id","data_source_title","gni_uuid","matched_name2","classification_path","classification_path_ranks","classification_path_ids","taxon_id","edit_distance","url","imported_at","match_type","match_value","prescore","score","local_id","current_taxon_id","current_name_string","global_id"
"Branta hutchinsii","Branta hutchinsii",2,"Wikispecies","840969a0-23fc-544c-8d3e-26946371d189","Branta hutchinsii","","","","159514",0,"http://species.wikimedia.org/wiki/Branta_hutchinsii","2022-06-10T19:49:23Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Branta leucopsis","Branta leucopsis",2,"Wikispecies","6238dd9e-1bc2-56e8-9e66-479ee6f033bd","Branta leucopsis","","","","14594",0,"http://species.wikimedia.org/wiki/Branta_leucopsis","2022-06-10T19:46:37Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Bucephala albeola","Bucephala albeola",2,"Wikispecies","cccc3261-ba83-5b18-b1eb-351fbaeb0681","Bucephala albeola","","","","14725",0,"http://species.wikimedia.org/wiki/Bucephala_albeola","2022-06-10T19:46:37Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Bucephala clangula","Bucephala clangula",2,"Wikispecies","b8c22a8c-99b0-587e-bbc5-47b5ad6d4585","Bucephala clangula","","","","14727",0,"http://species.wikimedia.org/wiki/Bucephala_clangula","2022-06-10T19:46:37Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Bucephala islandica","Bucephala islandica",2,"Wikispecies","91bc1125-6657-582f-8ffe-c9e982e6566c","Bucephala islandica","","","","14729",0,"http://species.wikimedia.org/wiki/Bucephala_islandica","2022-06-10T19:46:37Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Camptorhynchus labradorius","Camptorhynchus labradorius",2,"Wikispecies","b869a733-7c82-58ef-8141-61039490a9a9","Camptorhynchus labradorius","","","","15349",0,"http://species.wikimedia.org/wiki/Camptorhynchus_labradorius","2022-06-10T19:46:38Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Carina moschata","Carina moschata",183,"Index Animalium","39b74cc5-b3a0-50f8-9200-489c2ce75dd0","Carina moschata","","","","263426",0,NA,"2020-05-25T02:58:58Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Clangula hyemalis","Clangula hyemalis",2,"Wikispecies","ee427973-a7de-54a2-9abf-d625ceeba6cf","Clangula hyemalis","","","","15352",0,"http://species.wikimedia.org/wiki/Clangula_hyemalis","2022-06-10T19:46:38Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Cygnus buccinator","Cygnus buccinator",4,"National Center for Biotechnology Information","e4fe3e91-0833-5851-8643-5fcbd5a9ced6","Cygnus buccinator","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Deuterostomia|Chordata|Craniata|Vertebrata|Gnathostomata|Teleostomi|Euteleostomi|Sarcopterygii|Dipnotetrapodomorpha|Tetrapoda|Amniota|Sauropsida|Sauria|Archelosauria|Archosauria|Dinosauria|Saurischia|Theropoda|Coelurosauria|Aves|Neognathae|Galloanserae|Anseriformes|Anatidae|Anserinae|Cygnus|Cygnus buccinator","|superkingdom|clade|kingdom|clade|clade|clade|phylum|subphylum|clade|clade|clade|clade|superclass|clade|clade|clade|clade|clade|clade|clade|clade|clade|clade|clade|class|infraclass|superorder|order|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33511|7711|89593|7742|7776|117570|117571|8287|1338369|32523|32524|8457|32561|1329799|8492|436486|436489|436491|436492|8782|8825|1549675|8826|8830|2068722|8867|48397","48397",0,NA,"2022-06-13T12:09:28Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Cygnus columbianus","Cygnus columbianus",2,"Wikispecies","0dac9618-6764-5a80-8707-2830a09c24e8","Cygnus columbianus","","","","3087",0,"http://species.wikimedia.org/wiki/Cygnus_columbianus","2022-06-10T19:46:18Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Cygnus cygnus","Cygnus cygnus",2,"Wikispecies","b1896ce8-df41-5818-a5ea-665799d4b6f9","Cygnus cygnus","","","","14601",0,"http://species.wikimedia.org/wiki/Cygnus_cygnus","2022-06-10T19:46:37Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Cygnus olor","Cygnus olor",2,"Wikispecies","19cf13b8-0330-5205-914d-7eee782e09f4","Cygnus olor","","","","14602",0,"http://species.wikimedia.org/wiki/Cygnus_olor","2022-06-10T19:46:37Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Dendrocygna autumnalis","Dendrocygna autumnalis",2,"Wikispecies","f867c57b-c21b-5279-9aad-89eabf03ec9f","Dendrocygna autumnalis","","","","14606",0,"http://species.wikimedia.org/wiki/Dendrocygna_autumnalis","2022-06-10T19:46:37Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Dendrocygna bicolor","Dendrocygna bicolor",2,"Wikispecies","9a184047-078e-5753-bafd-ead2c0eaf8bd","Dendrocygna bicolor","","","","14607",0,"http://species.wikimedia.org/wiki/Dendrocygna_bicolor","2022-06-10T19:46:37Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Histrionicus histrionicus","Histrionicus histrionicus",2,"Wikispecies","a01b961c-2fd1-53fd-98e9-ced11261537a","Histrionicus histrionicus","","","","15354",0,"http://species.wikimedia.org/wiki/Histrionicus_histrionicus","2022-06-10T19:46:38Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Lophodytes cucullatus","Lophodytes cucullatus",2,"Wikispecies","836dbb98-bf00-5346-af53-c068abd5f2be","Lophodytes cucullatus","","","","15356",0,"http://species.wikimedia.org/wiki/Lophodytes_cucullatus","2022-06-10T19:46:38Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Mareca americana","Mareca americana",2,"Wikispecies","eb37bfbe-b7c4-52aa-a0c9-099b2e9bd9ec","Mareca americana","","","","7753",0,"http://species.wikimedia.org/wiki/Mareca_americana","2022-06-10T19:46:26Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Mareca strepera","Mareca strepera",2,"Wikispecies","f3c46a48-d882-5d53-9549-eb28403f87c9","Mareca strepera","","","","13760",0,"http://species.wikimedia.org/wiki/Mareca_strepera","2022-06-10T19:46:36Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Mareca penelope","Mareca penelope",2,"Wikispecies","29a74db9-5c25-539b-b7bb-b9354a391739","Mareca penelope","","","","7751",0,"http://species.wikimedia.org/wiki/Mareca_penelope","2022-06-10T19:46:26Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Melanitta americana","Melanitta americana",2,"Wikispecies","af6aecfa-7200-5098-b971-176f22d9cdad","Melanitta americana","","","","651641",0,"http://species.wikimedia.org/wiki/Melanitta_americana","2022-06-10T19:54:50Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Melanitta deglandi","Melanitta deglandi",2,"Wikispecies","79b6cdb1-57a8-54e7-b636-5f336e91a1b1","Melanitta deglandi","","","","651633",0,"http://species.wikimedia.org/wiki/Melanitta_deglandi","2022-06-10T19:54:50Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Melanitta perspicillata","Melanitta perspicillata",2,"Wikispecies","68ef277c-0c25-596a-ab83-53a79ec40e17","Melanitta perspicillata","","","","15360",0,"http://species.wikimedia.org/wiki/Melanitta_perspicillata","2022-06-10T19:46:38Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Mergus merganser","Mergus merganser",2,"Wikispecies","82bb8628-6c21-5ef1-a4bc-8678ee485345","Mergus merganser","","","","15371",0,"http://species.wikimedia.org/wiki/Mergus_merganser","2022-06-10T19:46:38Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Mergus serrator","Mergus serrator",2,"Wikispecies","88f6ed99-2539-5741-ad22-c49d6f087229","Mergus serrator","","","","15373",0,"http://species.wikimedia.org/wiki/Mergus_serrator","2022-06-10T19:46:38Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Nomonyx dominicus","Nomonyx dominicus",2,"Wikispecies","24019604-12c6-5cb9-a506-45c4df8baf8e","Nomonyx dominicus","","","","14744",0,"http://species.wikimedia.org/wiki/Nomonyx_dominicus","2022-06-10T19:46:37Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Oxyura jamaicensis","Oxyura jamaicensis",2,"Wikispecies","ee4f6858-1a7e-527d-9b00-4922a4eed9b2","Oxyura jamaicensis","","","","10882",0,"http://species.wikimedia.org/wiki/Oxyura_jamaicensis","2022-06-10T19:46:33Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Polysticta stelleri","Polysticta stelleri",2,"Wikispecies","fa7b5562-f131-51c6-bc39-86cef27d8cc2","Polysticta stelleri","","","","15376",0,"http://species.wikimedia.org/wiki/Polysticta_stelleri","2022-06-10T19:46:38Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Somateria mollissima","Somateria mollissima",2,"Wikispecies","70d8a5e9-50dc-5c4a-bfd9-6fac7a0c2fc5","Somateria mollissima","","","","15382",0,"http://species.wikimedia.org/wiki/Somateria_mollissima","2022-06-10T19:46:38Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Somateria spectabilis","Somateria spectabilis",2,"Wikispecies","a66036be-1bcc-5d10-ae72-0cdd5cdd182f","Somateria spectabilis","","","","15383",0,"http://species.wikimedia.org/wiki/Somateria_spectabilis","2022-06-10T19:46:38Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Spatula clypeata","Spatula clypeata",2,"Wikispecies","74e5d619-0ff1-528a-bfd1-3bad634f5fc5","Spatula clypeata","","","","10856",0,"http://species.wikimedia.org/wiki/Spatula_clypeata","2022-06-10T19:46:33Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Spatula cyanoptera","Spatula cyanoptera",2,"Wikispecies","92283cac-79fa-57d9-b6b3-d1377380938a","Spatula cyanoptera","","","","13772",0,"http://species.wikimedia.org/wiki/Spatula_cyanoptera","2022-06-10T19:46:36Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Spatula discors","Spatula discors",2,"Wikispecies","8f23972f-fdcc-5b78-8833-a3d3932956bc","Spatula discors","","","","13773",0,"http://species.wikimedia.org/wiki/Spatula_discors","2022-06-10T19:46:36Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Spatula querquedula","Spatula querquedula",2,"Wikispecies","fdbf49f8-697e-5db2-9f4c-9c7c9cf19b6d","Spatula querquedula","","","","13811",0,"http://species.wikimedia.org/wiki/Spatula_querquedula","2022-06-10T19:46:37Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Anatidae affinis","Anatidae affinis",1,"Catalogue of Life Checklist","47d4ded1-c604-544a-90d2-9f2b60ce372f","Anatidae","Biota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Tetrapoda|Amniota|Aves|Anseriformes|Anatidae","unranked|kingdom|phylum|subphylum|infraphylum|parvphylum|gigaclass|megaclass|superclass|class|order|family","5T6MX|N|CH2|8V4V3|8V4V5|8VVWB|8VSMX|9CK8W|8VLBH|V2|PQ|6D5","6D5",0,NA,"2022-09-02T22:47:53Z",6,"Could only match genus","1|0|0",0.75,NA,NA,NA,NA
"Chaetura pelagica","Chaetura pelagica",2,"Wikispecies","a868994e-6715-567a-a645-25dedacb3280","Chaetura pelagica","","","","33287",0,"http://species.wikimedia.org/wiki/Chaetura_pelagica","2022-06-10T19:47:15Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Cypseloides niger","Cypseloides niger",2,"Wikispecies","ecd051eb-7c71-56ac-aff7-d5a928593cd4","Cypseloides niger","","","","33176",0,"http://species.wikimedia.org/wiki/Cypseloides_niger","2022-06-10T19:47:15Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Archilochus alexandri","Archilochus alexandri",2,"Wikispecies","2446b6ea-d9dc-5efb-96f0-2c3761e8f874","Archilochus alexandri","","","","8311",0,"http://species.wikimedia.org/wiki/Archilochus_alexandri","2022-06-10T19:46:30Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Archilochus alexandri","Archilochus alexandri",2,"Wikispecies","00000000-0000-0000-0000-00000000098e","Archilochus alexandri","","","","8311",0,"http://species.wikimedia.org/wiki/Archilochus_alexandri","2022-06-10T19:46:30Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Calypte anna","Calypte anna",2,"Wikispecies","7f976141-1e86-58cd-9ad1-3124b104a05b","Calypte anna","","","","8438",0,"http://species.wikimedia.org/wiki/Calypte_anna","2022-06-10T19:46:30Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Colibri thalassinus","Colibri thalassinus",2,"Wikispecies","9024747f-dfc6-5ac1-a4f5-38e8e0a05792","Colibri thalassinus","","","","8724",0,"http://species.wikimedia.org/wiki/Colibri_thalassinus","2022-06-10T19:46:30Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Cynanthus latirostris","Cynanthus latirostris",2,"Wikispecies","5d2ff057-ff16-5d7a-8cb8-d7fbda2397ce","Cynanthus latirostris","","","","8570",0,"http://species.wikimedia.org/wiki/Cynanthus_latirostris","2022-06-10T19:46:30Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Selasphorus calliope","Selasphorus calliope",2,"Wikispecies","cb4ee68f-85a3-51d4-be8e-a1362ab0053b","Selasphorus calliope","","","","8316",0,"http://species.wikimedia.org/wiki/Selasphorus_calliope","2022-06-10T19:46:30Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Selasphorus rufus","Selasphorus rufus",2,"Wikispecies","a4055807-7883-5cfe-8a73-a33ef547b259","Selasphorus rufus","","","","8515",0,"http://species.wikimedia.org/wiki/Selasphorus_rufus","2022-06-10T19:46:30Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Selasphorus sasin","Selasphorus sasin",2,"Wikispecies","1055747e-ea35-542d-8c5a-42cf8360b637","Selasphorus sasin","","","","8544",0,"http://species.wikimedia.org/wiki/Selasphorus_sasin","2022-06-10T19:46:30Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Antrostomus carolinensis","Antrostomus carolinensis",2,"Wikispecies","edfe7e5d-75c2-5028-8072-8ef302a2b020","Antrostomus carolinensis","","","","33756",0,"http://species.wikimedia.org/wiki/Antrostomus_carolinensis","2022-06-10T19:47:16Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Antrostomus vociferus","Antrostomus vociferus",2,"Wikispecies","9ff40bd6-7c6f-51fd-a91f-430fcca625dd","Antrostomus vociferus","","","","33803",0,"http://species.wikimedia.org/wiki/Antrostomus_vociferus","2022-06-10T19:47:16Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Chordeiles acutipennis","Chordeiles acutipennis",2,"Wikispecies","e227bf31-b831-5438-8929-f14112e4ad81","Chordeiles acutipennis","","","","33728",0,"http://species.wikimedia.org/wiki/Chordeiles_acutipennis","2022-06-10T19:47:16Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Chordeiles minor","Chordeiles minor",2,"Wikispecies","86d670b4-303e-52f1-bb4b-89ccf9f06d22","Chordeiles minor","","","","33730",0,"http://species.wikimedia.org/wiki/Chordeiles_minor","2022-06-10T19:47:16Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Cathartes aura","Cathartes aura",2,"Wikispecies","c13886c4-fc01-5653-8db7-fb48ff41a82c","Cathartes aura","","","","31666",0,"http://species.wikimedia.org/wiki/Cathartes_aura","2022-06-10T19:47:10Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Coragyps atratus","Coragyps atratus",2,"Wikispecies","7632c43e-66eb-5b19-b546-1242b528292b","Coragyps atratus","","","","9492",0,"http://species.wikimedia.org/wiki/Coragyps_atratus","2022-06-10T19:46:31Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Alca torda","Alca torda",2,"Wikispecies","5d7c4673-7f5b-5b74-ac0c-cfeb677ce2b1","Alca torda","","","","30627",0,"http://species.wikimedia.org/wiki/Alca_torda","2022-06-10T19:47:06Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Alle alle","Alle alle",2,"Wikispecies","f2cc9ab3-74ff-5262-9a6e-3064e419881c","Alle alle","","","","30633",0,"http://species.wikimedia.org/wiki/Alle_alle","2022-06-10T19:47:06Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Brachyramphus perdix","Brachyramphus perdix",2,"Wikispecies","06d41a5d-d10e-5e5c-872b-1d1122e2f043","Brachyramphus perdix","","","","30649",0,"http://species.wikimedia.org/wiki/Brachyramphus_perdix","2022-06-10T19:47:06Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Cepphus grylle","Cepphus grylle",2,"Wikispecies","1e289c4a-cc03-5e88-a10d-136b33b06f49","Cepphus grylle","","","","30674",0,"http://species.wikimedia.org/wiki/Cepphus_grylle","2022-06-10T19:47:06Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Fratercula arctica","Fratercula arctica",2,"Wikispecies","467d3511-5f86-5e60-aeaf-c09a0cf63785","Fratercula arctica","","","","30712",0,"http://species.wikimedia.org/wiki/Fratercula_arctica","2022-06-10T19:47:06Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Fratercula cirrhata","Fratercula cirrhata",2,"Wikispecies","da83c61e-3ae5-504c-a831-638863f0bd53","Fratercula cirrhata","","","","30728",0,"http://species.wikimedia.org/wiki/Fratercula_cirrhata","2022-06-10T19:47:06Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Synthiloboramphus antiquus","Synthiloboramphus antiquus",168,"Index to Organism Names","7a4f4e9d-db1e-5891-8e34-413f6f9af537","Synthiloboramphus antiquus","","","","434988",0,NA,"2021-01-27T18:27:11Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Uria aalge","Uria aalge",2,"Wikispecies","269d62e6-f93d-57e9-bb00-b36532be105c","Uria aalge","","","","30829",0,"http://species.wikimedia.org/wiki/Uria_aalge","2022-06-10T19:47:07Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Uria lomvia","Uria lomvia",2,"Wikispecies","f7584c79-bade-5075-9359-7a84d7886af0","Uria lomvia","","","","30833",0,"http://species.wikimedia.org/wiki/Uria_lomvia","2022-06-10T19:47:07Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Charadrius hiaticula","Charadrius hiaticula",2,"Wikispecies","b75199d6-d21d-559a-8f03-71bcbaec3cac","Charadrius hiaticula","","","","26172",0,"http://species.wikimedia.org/wiki/Charadrius_hiaticula","2022-06-10T19:46:57Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Charadrius melodus","Charadrius melodus",2,"Wikispecies","46a9be60-0668-5d1a-bd85-b0ef7665679a","Charadrius melodus","","","","26176",0,"http://species.wikimedia.org/wiki/Charadrius_melodus","2022-06-10T19:46:57Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Charadrius montanus","Charadrius montanus",2,"Wikispecies","33aca7f4-ecb7-5e73-af49-a38265bc840c","Charadrius montanus","","","","26179",0,"http://species.wikimedia.org/wiki/Charadrius_montanus","2022-06-10T19:46:57Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Charadrius nivosus","Charadrius nivosus",2,"Wikispecies","6f761ea9-8f4b-5cb6-854f-ca81d171fc53","Charadrius nivosus","","","","30841",0,"http://species.wikimedia.org/wiki/Charadrius_nivosus","2022-06-10T19:47:07Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Charadrius semipalmatus","Charadrius semipalmatus",2,"Wikispecies","77db5331-7560-53ec-a469-8ef890a1463b","Charadrius semipalmatus","","","","26188",0,"http://species.wikimedia.org/wiki/Charadrius_semipalmatus","2022-06-10T19:46:57Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Charadrius vociferus","Charadrius vociferus",2,"Wikispecies","7ae56617-6961-535f-94a3-7e5a4918171f","Charadrius vociferus","","","","26192",0,"http://species.wikimedia.org/wiki/Charadrius_vociferus","2022-06-10T19:46:57Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Charadrius wilsonia","Charadrius wilsonia",2,"Wikispecies","d8e58425-3e03-5e75-8314-3bcd83d8b227","Charadrius wilsonia","","","","26193",0,"http://species.wikimedia.org/wiki/Charadrius_wilsonia","2022-06-10T19:46:57Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Pluvialis apricaria","Pluvialis apricaria",2,"Wikispecies","1579212a-9946-5ecd-833f-a426f211d7ce","Pluvialis apricaria","","","","26211",0,"http://species.wikimedia.org/wiki/Pluvialis_apricaria","2022-06-10T19:46:57Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Pluvialis dominica","Pluvialis dominica",2,"Wikispecies","a3e9c1f3-f254-5f90-8391-75a2d4547376","Pluvialis dominica","","","","26212",0,"http://species.wikimedia.org/wiki/Pluvialis_dominica","2022-06-10T19:46:57Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Pluvialis fulva","Pluvialis fulva",2,"Wikispecies","e6f08865-bf61-5de1-97b9-1ad46c6a8980","Pluvialis fulva","","","","26213",0,"http://species.wikimedia.org/wiki/Pluvialis_fulva","2022-06-10T19:46:57Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Pluvialis squatarola","Pluvialis squatarola",2,"Wikispecies","26a7716b-6e07-50da-9961-9cddd2155a38","Pluvialis squatarola","","","","26215",0,"http://species.wikimedia.org/wiki/Pluvialis_squatarola","2022-06-10T19:46:57Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Vanellus vanellus","Vanellus vanellus",2,"Wikispecies","10fd2926-6714-5f9b-8072-e206936236c8","Vanellus vanellus","","","","26240",0,"http://species.wikimedia.org/wiki/Vanellus_vanellus","2022-06-10T19:46:57Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Haematopus palliatus","Haematopus palliatus",2,"Wikispecies","29585d90-6640-5a38-9617-08de9e0c2faa","Haematopus palliatus","","","","26913",0,"http://species.wikimedia.org/wiki/Haematopus_palliatus","2022-06-10T19:46:58Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Anous stolidus","Anous stolidus",2,"Wikispecies","e1e96ee0-54c2-507f-b5e6-97346a249a13","Anous stolidus","","","","30242",0,"http://species.wikimedia.org/wiki/Anous_stolidus","2022-06-10T19:47:05Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Childonias leucopterus","Childonias leucopterus",1,"Catalogue of Life Checklist","33852486-f32d-54a5-8caf-f6499f0e7d84","Chlidonias leucopterus","Biota|Animalia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Tetrapoda|Amniota|Aves|Charadriiformes|Laridae|Chlidonias|Chlidonias leucopterus","unranked|kingdom|phylum|subphylum|infraphylum|parvphylum|gigaclass|megaclass|superclass|class|order|family|genus|species","5T6MX|N|CH2|8V4V3|8V4V5|8VVWB|8VSMX|9CK8W|8VLBH|V2|X3|BSK|62M8H|5Y96Q","5Y96Q",1,NA,"2022-09-02T22:48:41Z",3,"Fuzzy match by canonical form","1|0|0",0.75,NA,NA,NA,NA
"Childonias niger","Childonias niger",11,"GBIF Backbone Taxonomy","4cf79778-0a88-5bab-874f-90f2bf788292","Childonias niger","Animalia|Chordata|Aves|Charadriiformes|Laridae|Chlidonias|Chlidonias niger","kingdom|phylum|class|order|family|genus|species","1|44|212|7192402|9316|2481118|2481119","11366120",0,NA,"2022-06-10T14:14:19Z",1,"Exact string match","3|0|0",0.988,NA,"2481119","Chlidonias niger (Linnaeus, 1758)",NA
"Chroicocephalus philadelphia","Chroicocephalus philadelphia",2,"Wikispecies","4c061ce6-959d-5670-895c-bb6783535827","Chroicocephalus philadelphia","","","","29570",0,"http://species.wikimedia.org/wiki/Chroicocephalus_philadelphia","2022-06-10T19:47:04Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Chroicocephalus ridibundus","Chroicocephalus ridibundus",2,"Wikispecies","3c0db940-c465-5133-9360-065906b595a4","Chroicocephalus ridibundus","","","","7765",0,"http://species.wikimedia.org/wiki/Chroicocephalus_ridibundus","2022-06-10T19:46:26Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Gelochelidon nilotica","Gelochelidon nilotica",2,"Wikispecies","6178d3e4-e5d8-5d39-a586-ea01125b4263","Gelochelidon nilotica","","","","30310",0,"http://species.wikimedia.org/wiki/Gelochelidon_nilotica","2022-06-10T19:47:05Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Hydrocoleus minutus","Hydrocoleus minutus",168,"Index to Organism Names","30b0157a-58d2-5a10-861c-b8e4877305b4","Hydrocoleus minutus","","","","1443038",0,NA,"2021-01-27T17:42:13Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Hydroprogne caspia","Hydroprogne caspia",2,"Wikispecies","88161f5c-a97a-5786-ae3d-00c7a12c2f85","Hydroprogne caspia","","","","285610",0,"http://species.wikimedia.org/wiki/Hydroprogne_caspia","2022-06-10T19:51:06Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Larus argentatus","Larus argentatus",2,"Wikispecies","38dfa085-ac31-5e49-9d78-5f096f2113d3","Larus argentatus","","","","7761",0,"http://species.wikimedia.org/wiki/Larus_argentatus","2022-06-10T19:46:26Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Larus brachyrhynchus","Larus brachyrhynchus",2,"Wikispecies","4f821070-2d46-51e7-9c17-bddf83ef38ee","Larus brachyrhynchus","","","","1660004",0,"http://species.wikimedia.org/wiki/Larus_brachyrhynchus","2022-06-10T20:01:29Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Larus canus","Larus canus",2,"Wikispecies","2606b881-30b2-580a-add2-6bba5ef80305","Larus canus","","","","7762",0,"http://species.wikimedia.org/wiki/Larus_canus","2022-06-10T19:46:26Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Larus crassirostris","Larus crassirostris",2,"Wikispecies","1400351c-eaaa-50f3-8e7a-cf95c807a7e2","Larus crassirostris","","","","28032",0,"http://species.wikimedia.org/wiki/Larus_crassirostris","2022-06-10T19:47:02Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Larus delawarensis","Larus delawarensis",2,"Wikispecies","0eecef89-36a2-5376-b6ac-b15fb7362bfb","Larus delawarensis","","","","28033",0,"http://species.wikimedia.org/wiki/Larus_delawarensis","2022-06-10T19:47:02Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Larus fuscus","Larus fuscus",2,"Wikispecies","2c411fd8-f58c-52b5-aae2-f950714bd7a8","Larus fuscus","","","","7767",0,"http://species.wikimedia.org/wiki/Larus_fuscus","2022-06-10T19:46:26Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Larus glaucensens","Larus glaucensens",168,"Index to Organism Names","522e3317-f582-5616-8775-c49993e0cbb0","Larus glaucenscens","","","","2119882",1,NA,"2021-01-27T19:40:38Z",3,"Fuzzy match by canonical form","1|0|0",0.75,NA,NA,NA,NA
