Species_Name,Source
Corvus monedula,27_Terrestria_Vertebrates_northeast_Goldspiel
Corvus ossifragus,27_Terrestria_Vertebrates_northeast_Goldspiel
Cyanocitta cristata,27_Terrestria_Vertebrates_northeast_Goldspiel
Perisoreus canadensis,27_Terrestria_Vertebrates_northeast_Goldspiel
Pica hudsonia,27_Terrestria_Vertebrates_northeast_Goldspiel
Acanthis flammea,27_Terrestria_Vertebrates_northeast_Goldspiel
Acanthis hornemanni,27_Terrestria_Vertebrates_northeast_Goldspiel
Coccothraustes vespertinus,27_Terrestria_Vertebrates_northeast_Goldspiel
Fringilla coelebs,27_Terrestria_Vertebrates_northeast_Goldspiel
Fringilla montrifringilla,27_Terrestria_Vertebrates_northeast_Goldspiel
Haemorhouse mexicanus,27_Terrestria_Vertebrates_northeast_Goldspiel
Haemorhouse purpureus,27_Terrestria_Vertebrates_northeast_Goldspiel
Loxia curvirostra,27_Terrestria_Vertebrates_northeast_Goldspiel
Loxia leucoptera,27_Terrestria_Vertebrates_northeast_Goldspiel
Pinicola enucleator,27_Terrestria_Vertebrates_northeast_Goldspiel
Spinus pinus,27_Terrestria_Vertebrates_northeast_Goldspiel
Spinus tristis,27_Terrestria_Vertebrates_northeast_Goldspiel
Hirundo rustica,27_Terrestria_Vertebrates_northeast_Goldspiel
Petrochelidon fulva,27_Terrestria_Vertebrates_northeast_Goldspiel
Petrochelidon pyrrhonota,27_Terrestria_Vertebrates_northeast_Goldspiel
Progne subis,27_Terrestria_Vertebrates_northeast_Goldspiel
Progne tapera,27_Terrestria_Vertebrates_northeast_Goldspiel
Riparia riparia,27_Terrestria_Vertebrates_northeast_Goldspiel
Stelgidopteryx serripennis,27_Terrestria_Vertebrates_northeast_Goldspiel
Tachycineta bicolor,27_Terrestria_Vertebrates_northeast_Goldspiel
Tachycineta thalassina,27_Terrestria_Vertebrates_northeast_Goldspiel
Agelaius phoeniceus,27_Terrestria_Vertebrates_northeast_Goldspiel
Dolichonyx oryzivorus,27_Terrestria_Vertebrates_northeast_Goldspiel
Euphagus carolinus,27_Terrestria_Vertebrates_northeast_Goldspiel
Euphagus cyanocephalus,27_Terrestria_Vertebrates_northeast_Goldspiel
Icteria virens,27_Terrestria_Vertebrates_northeast_Goldspiel
Icterus bullockii,27_Terrestria_Vertebrates_northeast_Goldspiel
Icterus galbula,27_Terrestria_Vertebrates_northeast_Goldspiel
Icterus spurius,27_Terrestria_Vertebrates_northeast_Goldspiel
Molothrus ater,27_Terrestria_Vertebrates_northeast_Goldspiel
Molothrus bonariensis,27_Terrestria_Vertebrates_northeast_Goldspiel
Quiscalus major,27_Terrestria_Vertebrates_northeast_Goldspiel
Quiscalus mexicanus,27_Terrestria_Vertebrates_northeast_Goldspiel
Quiscalus quiscula,27_Terrestria_Vertebrates_northeast_Goldspiel
Sturnella magna,27_Terrestria_Vertebrates_northeast_Goldspiel
Sturnella neglecta,27_Terrestria_Vertebrates_northeast_Goldspiel
Xanthocephalus xanthocephalus,27_Terrestria_Vertebrates_northeast_Goldspiel
Lanius borealis,27_Terrestria_Vertebrates_northeast_Goldspiel
Lanius ludovicianus,27_Terrestria_Vertebrates_northeast_Goldspiel
Dumetella carolinensis,27_Terrestria_Vertebrates_northeast_Goldspiel
Mimus polyglottos,27_Terrestria_Vertebrates_northeast_Goldspiel
Oreoscoptes montanus,27_Terrestria_Vertebrates_northeast_Goldspiel
Toxostoma rufum,27_Terrestria_Vertebrates_northeast_Goldspiel
Anthus rubescens,27_Terrestria_Vertebrates_northeast_Goldspiel
Motacilla alba,27_Terrestria_Vertebrates_northeast_Goldspiel
Oenanthe oenanthe,27_Terrestria_Vertebrates_northeast_Goldspiel
Baelophus bicolor,27_Terrestria_Vertebrates_northeast_Goldspiel
Parus major,27_Terrestria_Vertebrates_northeast_Goldspiel
Poecile atracapilla,27_Terrestria_Vertebrates_northeast_Goldspiel
Poecile hudonica,27_Terrestria_Vertebrates_northeast_Goldspiel
Cardellina canadensis,27_Terrestria_Vertebrates_northeast_Goldspiel
Cardellina pusilla,27_Terrestria_Vertebrates_northeast_Goldspiel
Geothlypis formosa,27_Terrestria_Vertebrates_northeast_Goldspiel
Geothlypis philadelphia,27_Terrestria_Vertebrates_northeast_Goldspiel
Geothlypis tolmiei,27_Terrestria_Vertebrates_northeast_Goldspiel
Geothlypis trichas,27_Terrestria_Vertebrates_northeast_Goldspiel
Helmitheros vermicorus,27_Terrestria_Vertebrates_northeast_Goldspiel
Leiothlypis celata,27_Terrestria_Vertebrates_northeast_Goldspiel
Leiothlypis peregrina,27_Terrestria_Vertebrates_northeast_Goldspiel
Leiothlypis ruficapilla,27_Terrestria_Vertebrates_northeast_Goldspiel
Leiothlypis virginiae,27_Terrestria_Vertebrates_northeast_Goldspiel
Limnothlypis swainsonii,27_Terrestria_Vertebrates_northeast_Goldspiel
Mniotilta varia,27_Terrestria_Vertebrates_northeast_Goldspiel
Oporornis agilis,27_Terrestria_Vertebrates_northeast_Goldspiel
Parkesia motacilla,27_Terrestria_Vertebrates_northeast_Goldspiel
Parkesia noveboracensis,27_Terrestria_Vertebrates_northeast_Goldspiel
Protonataria citrea,27_Terrestria_Vertebrates_northeast_Goldspiel
Seiurus aurocapilla,27_Terrestria_Vertebrates_northeast_Goldspiel
Setophaga americana,27_Terrestria_Vertebrates_northeast_Goldspiel
Setophaga caerulescens,27_Terrestria_Vertebrates_northeast_Goldspiel
Setophaga castanea,27_Terrestria_Vertebrates_northeast_Goldspiel
Setophaga cerulea,27_Terrestria_Vertebrates_northeast_Goldspiel
Setophaga citrina,27_Terrestria_Vertebrates_northeast_Goldspiel
Setophaga coronata,27_Terrestria_Vertebrates_northeast_Goldspiel
Setophaga discolor,27_Terrestria_Vertebrates_northeast_Goldspiel
Setophaga dominica,27_Terrestria_Vertebrates_northeast_Goldspiel
Setophaga fusca,27_Terrestria_Vertebrates_northeast_Goldspiel
Setophaga kirtlandii,27_Terrestria_Vertebrates_northeast_Goldspiel
Setophaga magnolia,27_Terrestria_Vertebrates_northeast_Goldspiel
Setophaga nigrescens,27_Terrestria_Vertebrates_northeast_Goldspiel
Setophaga occidentalis,27_Terrestria_Vertebrates_northeast_Goldspiel
Setophaga palmarum,27_Terrestria_Vertebrates_northeast_Goldspiel
Setophaga pensylvanica,27_Terrestria_Vertebrates_northeast_Goldspiel
Setophaga petechia,27_Terrestria_Vertebrates_northeast_Goldspiel
Setophaga pinus,27_Terrestria_Vertebrates_northeast_Goldspiel
Setophaga ruticilla,27_Terrestria_Vertebrates_northeast_Goldspiel
Setophaga striata,27_Terrestria_Vertebrates_northeast_Goldspiel
Setophaga tigrina,27_Terrestria_Vertebrates_northeast_Goldspiel
Setophaga townsendi,27_Terrestria_Vertebrates_northeast_Goldspiel
Setophaga virens,27_Terrestria_Vertebrates_northeast_Goldspiel
Vermivora chrysoptera,27_Terrestria_Vertebrates_northeast_Goldspiel
Vermivora cyanoptera,27_Terrestria_Vertebrates_northeast_Goldspiel
Ammogramus savannarum,27_Terrestria_Vertebrates_northeast_Goldspiel
Ammospiza caudacuta,27_Terrestria_Vertebrates_northeast_Goldspiel
Ammospiza leconteii,27_Terrestria_Vertebrates_northeast_Goldspiel
Ammospiza maritima,27_Terrestria_Vertebrates_northeast_Goldspiel
Ammospiza nelsoni,27_Terrestria_Vertebrates_northeast_Goldspiel
Calamospiza melanocorys,27_Terrestria_Vertebrates_northeast_Goldspiel
Centronyx henslowii,27_Terrestria_Vertebrates_northeast_Goldspiel
Chondestes grammacus,27_Terrestria_Vertebrates_northeast_Goldspiel
Junco hyemalis,27_Terrestria_Vertebrates_northeast_Goldspiel
Melospiza georgiana,27_Terrestria_Vertebrates_northeast_Goldspiel
Melospiza lincolnii,27_Terrestria_Vertebrates_northeast_Goldspiel
Melospiza melodia,27_Terrestria_Vertebrates_northeast_Goldspiel
Passerculus sandwichensis,27_Terrestria_Vertebrates_northeast_Goldspiel
Passerella iliaca,27_Terrestria_Vertebrates_northeast_Goldspiel
Peucaea aestivalis,27_Terrestria_Vertebrates_northeast_Goldspiel
Pipilo chlorurus,27_Terrestria_Vertebrates_northeast_Goldspiel
Pipilo erythrophthalmus,27_Terrestria_Vertebrates_northeast_Goldspiel
Pipilo maculatus,27_Terrestria_Vertebrates_northeast_Goldspiel
Poecetes gramineus,27_Terrestria_Vertebrates_northeast_Goldspiel
Spizella pallida,27_Terrestria_Vertebrates_northeast_Goldspiel
Spizella passerina,27_Terrestria_Vertebrates_northeast_Goldspiel
Spizella pusilla,27_Terrestria_Vertebrates_northeast_Goldspiel
Spizelloides arborea,27_Terrestria_Vertebrates_northeast_Goldspiel
Zonotrichia albicollis,27_Terrestria_Vertebrates_northeast_Goldspiel
Zonotrichia atracapilla,27_Terrestria_Vertebrates_northeast_Goldspiel
Zonotrichia leucophyrys,27_Terrestria_Vertebrates_northeast_Goldspiel
Zonotrichia querula,27_Terrestria_Vertebrates_northeast_Goldspiel
Passer domesticus,27_Terrestria_Vertebrates_northeast_Goldspiel
Passer montanus,27_Terrestria_Vertebrates_northeast_Goldspiel
Polioptilia caerulea,27_Terrestria_Vertebrates_northeast_Goldspiel
Phainopepla nitens,27_Terrestria_Vertebrates_northeast_Goldspiel
Regulus calendula,27_Terrestria_Vertebrates_northeast_Goldspiel
Regulus satrapa,27_Terrestria_Vertebrates_northeast_Goldspiel
Sitta canadensis,27_Terrestria_Vertebrates_northeast_Goldspiel
Sitta carolinensis,27_Terrestria_Vertebrates_northeast_Goldspiel
Sturnus vulgaris,27_Terrestria_Vertebrates_northeast_Goldspiel
Cistothorus palustris,27_Terrestria_Vertebrates_northeast_Goldspiel
Cistothorus platensis,27_Terrestria_Vertebrates_northeast_Goldspiel
Salpinctes obsoletus,27_Terrestria_Vertebrates_northeast_Goldspiel
Thryothorus bewickii,27_Terrestria_Vertebrates_northeast_Goldspiel
Thryothorus ludovicianus,27_Terrestria_Vertebrates_northeast_Goldspiel
Troglodytes aedon,27_Terrestria_Vertebrates_northeast_Goldspiel
Troglodytes hiemalis,27_Terrestria_Vertebrates_northeast_Goldspiel
Catharus bicknelli,27_Terrestria_Vertebrates_northeast_Goldspiel
Catharus fuscenscens,27_Terrestria_Vertebrates_northeast_Goldspiel
Catharus guttatus,27_Terrestria_Vertebrates_northeast_Goldspiel
Catharus ustulatus,27_Terrestria_Vertebrates_northeast_Goldspiel
Hylocichla mustelina,27_Terrestria_Vertebrates_northeast_Goldspiel
Ixoreus naevius,27_Terrestria_Vertebrates_northeast_Goldspiel
Myadestes townsendi,27_Terrestria_Vertebrates_northeast_Goldspiel
Sialia currucoides,27_Terrestria_Vertebrates_northeast_Goldspiel
Sialia sialis,27_Terrestria_Vertebrates_northeast_Goldspiel
Turdus iliacus,27_Terrestria_Vertebrates_northeast_Goldspiel
Turdus migratorius,27_Terrestria_Vertebrates_northeast_Goldspiel
Turdus pilaris,27_Terrestria_Vertebrates_northeast_Goldspiel
Contopus cooperii,27_Terrestria_Vertebrates_northeast_Goldspiel
Contopus sordidulus,27_Terrestria_Vertebrates_northeast_Goldspiel
Contopus virens,27_Terrestria_Vertebrates_northeast_Goldspiel
Empidonax alnorum,27_Terrestria_Vertebrates_northeast_Goldspiel
Empidonax difficilis,27_Terrestria_Vertebrates_northeast_Goldspiel
Empidonax flaviventris,27_Terrestria_Vertebrates_northeast_Goldspiel
Empidonax hammondii,27_Terrestria_Vertebrates_northeast_Goldspiel
Empidonax minimus,27_Terrestria_Vertebrates_northeast_Goldspiel
Empidonax traillii,27_Terrestria_Vertebrates_northeast_Goldspiel
Empidonax virescens,27_Terrestria_Vertebrates_northeast_Goldspiel
Empidonax wrightii,27_Terrestria_Vertebrates_northeast_Goldspiel
Empidonomus varius,27_Terrestria_Vertebrates_northeast_Goldspiel
Myiarchus cinerascens,27_Terrestria_Vertebrates_northeast_Goldspiel
Myiarchus crinitus,27_Terrestria_Vertebrates_northeast_Goldspiel
Myiodynastes maculatus,27_Terrestria_Vertebrates_northeast_Goldspiel
Pyrocephalus rubinus,27_Terrestria_Vertebrates_northeast_Goldspiel
Sayornis phoebe,27_Terrestria_Vertebrates_northeast_Goldspiel
Sayornis saya,27_Terrestria_Vertebrates_northeast_Goldspiel
Tyrannus couchii,27_Terrestria_Vertebrates_northeast_Goldspiel
Tyrannus dominicensis,27_Terrestria_Vertebrates_northeast_Goldspiel
Tyrannus forficatus,27_Terrestria_Vertebrates_northeast_Goldspiel
Tyrannus melancholicus,27_Terrestria_Vertebrates_northeast_Goldspiel
Tyrannus savana,27_Terrestria_Vertebrates_northeast_Goldspiel
Tyrannus tyrannus,27_Terrestria_Vertebrates_northeast_Goldspiel
Tyrannus verticalis,27_Terrestria_Vertebrates_northeast_Goldspiel
Tyrannus vociferans,27_Terrestria_Vertebrates_northeast_Goldspiel
Vireo altiloquus,27_Terrestria_Vertebrates_northeast_Goldspiel
Vireo bellii,27_Terrestria_Vertebrates_northeast_Goldspiel
Vireo cassinii,27_Terrestria_Vertebrates_northeast_Goldspiel
Vireo flavifrons,27_Terrestria_Vertebrates_northeast_Goldspiel
Vireo flavoviridis,27_Terrestria_Vertebrates_northeast_Goldspiel
Vireo gilvus,27_Terrestria_Vertebrates_northeast_Goldspiel
Vireo griseus,27_Terrestria_Vertebrates_northeast_Goldspiel
Vireo olivaceus,27_Terrestria_Vertebrates_northeast_Goldspiel
Vireo philadelphicus,27_Terrestria_Vertebrates_northeast_Goldspiel
Vireo plumbeus,27_Terrestria_Vertebrates_northeast_Goldspiel
Vireo solitarius,27_Terrestria_Vertebrates_northeast_Goldspiel
Vireo solitarius,27_Terrestria_Vertebrates_northeast_Goldspiel
Ardea alba,27_Terrestria_Vertebrates_northeast_Goldspiel
Ardea cinerea,27_Terrestria_Vertebrates_northeast_Goldspiel
Ardea herodias,27_Terrestria_Vertebrates_northeast_Goldspiel
Botaurus lentiginosus,27_Terrestria_Vertebrates_northeast_Goldspiel
Bubulcus ibis,27_Terrestria_Vertebrates_northeast_Goldspiel
Butorides virescens,27_Terrestria_Vertebrates_northeast_Goldspiel
Egretta caerulea,27_Terrestria_Vertebrates_northeast_Goldspiel
Egretta garzetta,27_Terrestria_Vertebrates_northeast_Goldspiel
Egretta gularis,27_Terrestria_Vertebrates_northeast_Goldspiel
Egretta rufescens,27_Terrestria_Vertebrates_northeast_Goldspiel
Egretta thula,27_Terrestria_Vertebrates_northeast_Goldspiel
Egretta tricolor,27_Terrestria_Vertebrates_northeast_Goldspiel
Ixobrychus exilis,27_Terrestria_Vertebrates_northeast_Goldspiel
Nyctanassa violacea,27_Terrestria_Vertebrates_northeast_Goldspiel
Nycticorax nycticorax,27_Terrestria_Vertebrates_northeast_Goldspiel
Pelecanus erythrohynchos,27_Terrestria_Vertebrates_northeast_Goldspiel
Pelecanus occidentalis,27_Terrestria_Vertebrates_northeast_Goldspiel
Eudocimus albus,27_Terrestria_Vertebrates_northeast_Goldspiel
Platalea ajaja,27_Terrestria_Vertebrates_northeast_Goldspiel
Plegadis chihi,27_Terrestria_Vertebrates_northeast_Goldspiel
Plegadis falcinellus,27_Terrestria_Vertebrates_northeast_Goldspiel
Ardea alba,27_Terrestria_Vertebrates_northeast_Goldspiel
Butorides striatus,27_Terrestria_Vertebrates_northeast_Goldspiel
Phaethon aethereus,27_Terrestria_Vertebrates_northeast_Goldspiel
Phaethon lepturus,27_Terrestria_Vertebrates_northeast_Goldspiel
Colaptes auratus,27_Terrestria_Vertebrates_northeast_Goldspiel
Dryobates pubescens,27_Terrestria_Vertebrates_northeast_Goldspiel
Dryobates villosus,27_Terrestria_Vertebrates_northeast_Goldspiel
Dryocopus pileatus,27_Terrestria_Vertebrates_northeast_Goldspiel
Melanerpes carolinus,27_Terrestria_Vertebrates_northeast_Goldspiel
Melanerpes erythrocephalus,27_Terrestria_Vertebrates_northeast_Goldspiel
Melanerpes lewis,27_Terrestria_Vertebrates_northeast_Goldspiel
Picoides arcticus,27_Terrestria_Vertebrates_northeast_Goldspiel
Picoides dorsalis,27_Terrestria_Vertebrates_northeast_Goldspiel
Sphyrapicus ruber,27_Terrestria_Vertebrates_northeast_Goldspiel
Sphyrapicus varius,27_Terrestria_Vertebrates_northeast_Goldspiel
Aechmorphorus clarkii,27_Terrestria_Vertebrates_northeast_Goldspiel
Aechmorphorus occidentalis,27_Terrestria_Vertebrates_northeast_Goldspiel
Podiceps auritus,27_Terrestria_Vertebrates_northeast_Goldspiel
Podiceps grisegena,27_Terrestria_Vertebrates_northeast_Goldspiel
Podiceps nigricollis,27_Terrestria_Vertebrates_northeast_Goldspiel
Podilymbus podiceps,27_Terrestria_Vertebrates_northeast_Goldspiel
Thalassarche chlororhynchos,27_Terrestria_Vertebrates_northeast_Goldspiel
Thalassarche melanophris,27_Terrestria_Vertebrates_northeast_Goldspiel
Hydrobates castro,27_Terrestria_Vertebrates_northeast_Goldspiel
Hydrobates leucorhous,27_Terrestria_Vertebrates_northeast_Goldspiel
Ardenna gravis,27_Terrestria_Vertebrates_northeast_Goldspiel
Ardenna griseus,27_Terrestria_Vertebrates_northeast_Goldspiel
Calonectris diomedea,27_Terrestria_Vertebrates_northeast_Goldspiel
Fulmarus glacialis,27_Terrestria_Vertebrates_northeast_Goldspiel
Pterodroma arminjoniana,27_Terrestria_Vertebrates_northeast_Goldspiel
Pterodroma cahow,27_Terrestria_Vertebrates_northeast_Goldspiel
Pterodroma feae,27_Terrestria_Vertebrates_northeast_Goldspiel
Pterodroma hasitata,27_Terrestria_Vertebrates_northeast_Goldspiel
Puffinus baroli,27_Terrestria_Vertebrates_northeast_Goldspiel
Puffinus lherminieri,27_Terrestria_Vertebrates_northeast_Goldspiel
Puffinus puffinus,27_Terrestria_Vertebrates_northeast_Goldspiel
Melopsittacus undulatus,27_Terrestria_Vertebrates_northeast_Goldspiel
Myiopsitta monachus,27_Terrestria_Vertebrates_northeast_Goldspiel
Nymphicus hollandicus,27_Terrestria_Vertebrates_northeast_Goldspiel
Aegolius acadicus,27_Terrestria_Vertebrates_northeast_Goldspiel
Aegolius funereus,27_Terrestria_Vertebrates_northeast_Goldspiel
Asio flammeus,27_Terrestria_Vertebrates_northeast_Goldspiel
Asio otus,27_Terrestria_Vertebrates_northeast_Goldspiel
Athene cunicularia,27_Terrestria_Vertebrates_northeast_Goldspiel
Bubo scandiacus,27_Terrestria_Vertebrates_northeast_Goldspiel
Bubo virginianus,27_Terrestria_Vertebrates_northeast_Goldspiel
Megascops asio,27_Terrestria_Vertebrates_northeast_Goldspiel
Strix nebulosa,27_Terrestria_Vertebrates_northeast_Goldspiel
Strix varia,27_Terrestria_Vertebrates_northeast_Goldspiel
Surnia ulula,27_Terrestria_Vertebrates_northeast_Goldspiel
Tyto alba,27_Terrestria_Vertebrates_northeast_Goldspiel
Anhinga anhinga,27_Terrestria_Vertebrates_northeast_Goldspiel
Fregata ariel,27_Terrestria_Vertebrates_northeast_Goldspiel
Fregata magnificens,27_Terrestria_Vertebrates_northeast_Goldspiel
Phalacrocorax auritus,27_Terrestria_Vertebrates_northeast_Goldspiel
Phalacrocorax brasilianus,27_Terrestria_Vertebrates_northeast_Goldspiel
Phalacrocorax carbo,27_Terrestria_Vertebrates_northeast_Goldspiel
Morus bassanus,27_Terrestria_Vertebrates_northeast_Goldspiel
Slua dactylatra,27_Terrestria_Vertebrates_northeast_Goldspiel
Slua leucogaster,27_Terrestria_Vertebrates_northeast_Goldspiel
Alces alces,27_Terrestria_Vertebrates_northeast_Goldspiel
Odocoileus virginianus,27_Terrestria_Vertebrates_northeast_Goldspiel
Canis latrans,27_Terrestria_Vertebrates_northeast_Goldspiel
Canis lupus,27_Terrestria_Vertebrates_northeast_Goldspiel
Urocyon cinereoargenteus,27_Terrestria_Vertebrates_northeast_Goldspiel
Vulpes vulpes,27_Terrestria_Vertebrates_northeast_Goldspiel
Lynx canadensis,27_Terrestria_Vertebrates_northeast_Goldspiel
Lynx rufus,27_Terrestria_Vertebrates_northeast_Goldspiel
Mephitis mephitis,27_Terrestria_Vertebrates_northeast_Goldspiel
Lontra canadensis,27_Terrestria_Vertebrates_northeast_Goldspiel
Martes americana,27_Terrestria_Vertebrates_northeast_Goldspiel
Mustela erminea,27_Terrestria_Vertebrates_northeast_Goldspiel
Mustela richardsonii,27_Terrestria_Vertebrates_northeast_Goldspiel
Mustela vison,27_Terrestria_Vertebrates_northeast_Goldspiel
Neogale frenata,27_Terrestria_Vertebrates_northeast_Goldspiel
Pekania pennanti,27_Terrestria_Vertebrates_northeast_Goldspiel
Odobenus rosmarus,27_Terrestria_Vertebrates_northeast_Goldspiel
Cyctophora cristata,27_Terrestria_Vertebrates_northeast_Goldspiel
Erignathus barbatus,27_Terrestria_Vertebrates_northeast_Goldspiel
Halichoerus gypsus,27_Terrestria_Vertebrates_northeast_Goldspiel
Pagophilus groenlandicus,27_Terrestria_Vertebrates_northeast_Goldspiel
Phoca vitulina,27_Terrestria_Vertebrates_northeast_Goldspiel
Pusa hispida,27_Terrestria_Vertebrates_northeast_Goldspiel
Procyon lotor,27_Terrestria_Vertebrates_northeast_Goldspiel
Ursus americanus,27_Terrestria_Vertebrates_northeast_Goldspiel
Eptesicus fuscus,27_Terrestria_Vertebrates_northeast_Goldspiel
Lasionycteris noctivagans,27_Terrestria_Vertebrates_northeast_Goldspiel
Lasiurus borealis,27_Terrestria_Vertebrates_northeast_Goldspiel
Lasiurus cinereus,27_Terrestria_Vertebrates_northeast_Goldspiel
Myotis leibii,27_Terrestria_Vertebrates_northeast_Goldspiel
Myotis lucifugus,27_Terrestria_Vertebrates_northeast_Goldspiel
Myotis septentrionalis,27_Terrestria_Vertebrates_northeast_Goldspiel
Myotis sodalis,27_Terrestria_Vertebrates_northeast_Goldspiel
Perimyotis subflavus,27_Terrestria_Vertebrates_northeast_Goldspiel
Didelphis virginiana,27_Terrestria_Vertebrates_northeast_Goldspiel
Blarina brevicauda,27_Terrestria_Vertebrates_northeast_Goldspiel
Cryptotis parva,27_Terrestria_Vertebrates_northeast_Goldspiel
Sorex cinereus,27_Terrestria_Vertebrates_northeast_Goldspiel
Sorex dispar,27_Terrestria_Vertebrates_northeast_Goldspiel
Sorex fumeus,27_Terrestria_Vertebrates_northeast_Goldspiel
Sorex hoyi,27_Terrestria_Vertebrates_northeast_Goldspiel
Sorex palustris,27_Terrestria_Vertebrates_northeast_Goldspiel
Condylura cristata,27_Terrestria_Vertebrates_northeast_Goldspiel
Parascalops breweri,27_Terrestria_Vertebrates_northeast_Goldspiel
Scalopus aquaticus,27_Terrestria_Vertebrates_northeast_Goldspiel
Lepus americanus,27_Terrestria_Vertebrates_northeast_Goldspiel
Lepus californicus,27_Terrestria_Vertebrates_northeast_Goldspiel
Lepus europaeus,27_Terrestria_Vertebrates_northeast_Goldspiel
Oryctolagus cuniculus,27_Terrestria_Vertebrates_northeast_Goldspiel
Sylvilagus floridanus,27_Terrestria_Vertebrates_northeast_Goldspiel
Sylvilagus transionalis,27_Terrestria_Vertebrates_northeast_Goldspiel
Castor canadensis,27_Terrestria_Vertebrates_northeast_Goldspiel
Microtus breweri,27_Terrestria_Vertebrates_northeast_Goldspiel
Microtus pennsylvanicus,27_Terrestria_Vertebrates_northeast_Goldspiel
Microtus pinetorum,27_Terrestria_Vertebrates_northeast_Goldspiel
Myodes gapperi,27_Terrestria_Vertebrates_northeast_Goldspiel
Neotoma magister,27_Terrestria_Vertebrates_northeast_Goldspiel
Ondatra zibethicus,27_Terrestria_Vertebrates_northeast_Goldspiel
Peromyscus leucopus,27_Terrestria_Vertebrates_northeast_Goldspiel
Peromyscus maniculatus,27_Terrestria_Vertebrates_northeast_Goldspiel
Synaptomys borealis,27_Terrestria_Vertebrates_northeast_Goldspiel
Synaptomys cooperi,27_Terrestria_Vertebrates_northeast_Goldspiel
Napaeozapus insignis,27_Terrestria_Vertebrates_northeast_Goldspiel
Zapus hudsonius,27_Terrestria_Vertebrates_northeast_Goldspiel
Erethizon dorsatum,27_Terrestria_Vertebrates_northeast_Goldspiel
Mus musculus,27_Terrestria_Vertebrates_northeast_Goldspiel
Rattus norvegicus,27_Terrestria_Vertebrates_northeast_Goldspiel
Rattus rattus,27_Terrestria_Vertebrates_northeast_Goldspiel
Glaucomys sabrinus,27_Terrestria_Vertebrates_northeast_Goldspiel
Glaucomys volans,27_Terrestria_Vertebrates_northeast_Goldspiel
Marmorata monax,27_Terrestria_Vertebrates_northeast_Goldspiel
Sciurus carolinensis,27_Terrestria_Vertebrates_northeast_Goldspiel
Sciurus niger,27_Terrestria_Vertebrates_northeast_Goldspiel
Tamias striatus,27_Terrestria_Vertebrates_northeast_Goldspiel
Tamiasciurus hudsonicus,27_Terrestria_Vertebrates_northeast_Goldspiel
Plethodon dorsalis,iNaturalist Indiana
Hyla cinerea,iNaturalist Indiana
Pseudacris maculata,iNaturalist Indiana
Plethodon electromorphus,iNaturalist Indiana
Lithobates areolatus,iNaturalist Indiana
Hyla squirella,iNaturalist Indiana
Lithobates blairi,iNaturalist Indiana
Aneides aeneus,iNaturalist Indiana
Ambystoma talpoideum,iNaturalist Indiana
Neogale vison,iNaturalist Indiana
Ictidomys tridecemlineatus,iNaturalist Indiana
Geomys bursarius,iNaturalist Indiana
Taxidea taxus,iNaturalist Indiana
Nycticeius humeralis,iNaturalist Indiana
Mustela nivalis,iNaturalist Indiana
Cryptotis parvus,iNaturalist Indiana
Microtus ochrogaster,iNaturalist Indiana
Sorex longirostris,iNaturalist Indiana
Capreolus capreolus,iNaturalist Indiana
Lampropeltis nigra,iNaturalist Indiana
Thamnophis saurita,iNaturalist Indiana
Sistrurus catenatus,iNaturalist Indiana
