source,source_binomial
HarrisonGoldspiel_LandVertsNortheast,Columba livia
HarrisonGoldspiel_LandVertsNortheast,Columbina passerina
HarrisonGoldspiel_LandVertsNortheast,Ectopistes migratorius
HarrisonGoldspiel_LandVertsNortheast,Patagioenas fasciata
HarrisonGoldspiel_LandVertsNortheast,Streptopelia decaocto
HarrisonGoldspiel_LandVertsNortheast,Streptopelia turtur
HarrisonGoldspiel_LandVertsNortheast,Zenaida asiatica
HarrisonGoldspiel_LandVertsNortheast,Zenaida macroura
HarrisonGoldspiel_LandVertsNortheast,Megaceryle alcyon
HarrisonGoldspiel_LandVertsNortheast,Coccyzus americanus
HarrisonGoldspiel_LandVertsNortheast,Coccyzus erythropthalmus
HarrisonGoldspiel_LandVertsNortheast,Crotophaga sulcirostris
HarrisonGoldspiel_LandVertsNortheast,Cuculus canorus
HarrisonGoldspiel_LandVertsNortheast,Caracara plancus
HarrisonGoldspiel_LandVertsNortheast,Falco columbarius
HarrisonGoldspiel_LandVertsNortheast,Falco peregrinus
HarrisonGoldspiel_LandVertsNortheast,Falco rusticolus
HarrisonGoldspiel_LandVertsNortheast,Falco sparverius
HarrisonGoldspiel_LandVertsNortheast,Falco subbuteo
HarrisonGoldspiel_LandVertsNortheast,Falco tinnunculus
HarrisonGoldspiel_LandVertsNortheast,Falco vespertinus
HarrisonGoldspiel_LandVertsNortheast,Colinus virginianus
HarrisonGoldspiel_LandVertsNortheast,Bonasa umbellus
HarrisonGoldspiel_LandVertsNortheast,Falcipennis canadensis
HarrisonGoldspiel_LandVertsNortheast,Lagopus lagopus
HarrisonGoldspiel_LandVertsNortheast,Meleagris gallopavo
HarrisonGoldspiel_LandVertsNortheast,Pavo cristatus
HarrisonGoldspiel_LandVertsNortheast,Phasianus colchicus
HarrisonGoldspiel_LandVertsNortheast,Tympanuchus cupido
HarrisonGoldspiel_LandVertsNortheast,Gavia adamsii
HarrisonGoldspiel_LandVertsNortheast,Gavia immer
HarrisonGoldspiel_LandVertsNortheast,Gavia pacifica
HarrisonGoldspiel_LandVertsNortheast,Gavia stellata
HarrisonGoldspiel_LandVertsNortheast,Coturnicops noveboracensis
HarrisonGoldspiel_LandVertsNortheast,Crex crex
HarrisonGoldspiel_LandVertsNortheast,Fulica americana
HarrisonGoldspiel_LandVertsNortheast,Gallinula galeata
HarrisonGoldspiel_LandVertsNortheast,Laterallus jamaicensis
HarrisonGoldspiel_LandVertsNortheast,Porphyrio martinica
HarrisonGoldspiel_LandVertsNortheast,Porzana carolina
HarrisonGoldspiel_LandVertsNortheast,Rallus crepitans
HarrisonGoldspiel_LandVertsNortheast,Rallus elegans
HarrisonGoldspiel_LandVertsNortheast,Rallus limicola
HarrisonGoldspiel_LandVertsNortheast,Antigone canadensis
HarrisonGoldspiel_LandVertsNortheast,Grus americana
HarrisonGoldspiel_LandVertsNortheast,Eremophila alpestris
HarrisonGoldspiel_LandVertsNortheast,Bombycilla cedrorum
HarrisonGoldspiel_LandVertsNortheast,Bombycilla garrulus
HarrisonGoldspiel_LandVertsNortheast,Calcarius lapponicus
HarrisonGoldspiel_LandVertsNortheast,Calcarius ornatus
HarrisonGoldspiel_LandVertsNortheast,Calcarius pictus
HarrisonGoldspiel_LandVertsNortheast,Plectrophenax nivalis
HarrisonGoldspiel_LandVertsNortheast,Cardinalis cardinalis
HarrisonGoldspiel_LandVertsNortheast,Passerina amoena
HarrisonGoldspiel_LandVertsNortheast,Passerina caerulea
HarrisonGoldspiel_LandVertsNortheast,Passerina ciris
HarrisonGoldspiel_LandVertsNortheast,Passerina cyanea
HarrisonGoldspiel_LandVertsNortheast,Pheucticus ludovicianus
HarrisonGoldspiel_LandVertsNortheast,Pheucticus melanocephalus
HarrisonGoldspiel_LandVertsNortheast,Piranga ludoviciana
HarrisonGoldspiel_LandVertsNortheast,Piranga olivacea
HarrisonGoldspiel_LandVertsNortheast,Piranga rubra
HarrisonGoldspiel_LandVertsNortheast,Spiza americana
HarrisonGoldspiel_LandVertsNortheast,Certhia americana
HarrisonGoldspiel_LandVertsNortheast,Corvus brachyrhynchos
HarrisonGoldspiel_LandVertsNortheast,Corvus corax
HarrisonGoldspiel_LandVertsNortheast,Corvus monedula
HarrisonGoldspiel_LandVertsNortheast,Corvus ossifragus
HarrisonGoldspiel_LandVertsNortheast,Cyanocitta cristata
HarrisonGoldspiel_LandVertsNortheast,Perisoreus canadensis
HarrisonGoldspiel_LandVertsNortheast,Pica hudsonia
HarrisonGoldspiel_LandVertsNortheast,Acanthis flammea
HarrisonGoldspiel_LandVertsNortheast,Acanthis hornemanni
HarrisonGoldspiel_LandVertsNortheast,Coccothraustes vespertinus
HarrisonGoldspiel_LandVertsNortheast,Fringilla coelebs
HarrisonGoldspiel_LandVertsNortheast,Fringilla montrifringilla
HarrisonGoldspiel_LandVertsNortheast,Haemorhouse mexicanus
HarrisonGoldspiel_LandVertsNortheast,Haemorhouse purpureus
HarrisonGoldspiel_LandVertsNortheast,Loxia curvirostra
HarrisonGoldspiel_LandVertsNortheast,Loxia leucoptera
HarrisonGoldspiel_LandVertsNortheast,Pinicola enucleator
HarrisonGoldspiel_LandVertsNortheast,Spinus pinus
HarrisonGoldspiel_LandVertsNortheast,Spinus tristis
HarrisonGoldspiel_LandVertsNortheast,Hirundo rustica
HarrisonGoldspiel_LandVertsNortheast,Petrochelidon fulva
HarrisonGoldspiel_LandVertsNortheast,Petrochelidon pyrrhonota
HarrisonGoldspiel_LandVertsNortheast,Progne subis
HarrisonGoldspiel_LandVertsNortheast,Progne tapera
HarrisonGoldspiel_LandVertsNortheast,Riparia riparia
HarrisonGoldspiel_LandVertsNortheast,Stelgidopteryx serripennis
HarrisonGoldspiel_LandVertsNortheast,Tachycineta bicolor
HarrisonGoldspiel_LandVertsNortheast,Tachycineta thalassina
HarrisonGoldspiel_LandVertsNortheast,Agelaius phoeniceus
HarrisonGoldspiel_LandVertsNortheast,Dolichonyx oryzivorus
HarrisonGoldspiel_LandVertsNortheast,Euphagus carolinus
HarrisonGoldspiel_LandVertsNortheast,Euphagus cyanocephalus
HarrisonGoldspiel_LandVertsNortheast,Icteria virens
HarrisonGoldspiel_LandVertsNortheast,Icterus bullockii
HarrisonGoldspiel_LandVertsNortheast,Icterus galbula
HarrisonGoldspiel_LandVertsNortheast,Icterus spurius
HarrisonGoldspiel_LandVertsNortheast,Molothrus ater
HarrisonGoldspiel_LandVertsNortheast,Molothrus bonariensis
HarrisonGoldspiel_LandVertsNortheast,Quiscalus major
HarrisonGoldspiel_LandVertsNortheast,Quiscalus mexicanus
HarrisonGoldspiel_LandVertsNortheast,Quiscalus quiscula
HarrisonGoldspiel_LandVertsNortheast,Sturnella magna
HarrisonGoldspiel_LandVertsNortheast,Sturnella neglecta
HarrisonGoldspiel_LandVertsNortheast,Xanthocephalus xanthocephalus
HarrisonGoldspiel_LandVertsNortheast,Lanius borealis
HarrisonGoldspiel_LandVertsNortheast,Lanius ludovicianus
HarrisonGoldspiel_LandVertsNortheast,Dumetella carolinensis
HarrisonGoldspiel_LandVertsNortheast,Mimus polyglottos
HarrisonGoldspiel_LandVertsNortheast,Oreoscoptes montanus
HarrisonGoldspiel_LandVertsNortheast,Toxostoma rufum
HarrisonGoldspiel_LandVertsNortheast,Anthus rubescens
HarrisonGoldspiel_LandVertsNortheast,Motacilla alba
HarrisonGoldspiel_LandVertsNortheast,Oenanthe oenanthe
HarrisonGoldspiel_LandVertsNortheast,Baelophus bicolor
HarrisonGoldspiel_LandVertsNortheast,Parus major
HarrisonGoldspiel_LandVertsNortheast,Poecile atracapilla
HarrisonGoldspiel_LandVertsNortheast,Poecile hudonica
HarrisonGoldspiel_LandVertsNortheast,Cardellina canadensis
HarrisonGoldspiel_LandVertsNortheast,Cardellina pusilla
HarrisonGoldspiel_LandVertsNortheast,Geothlypis formosa
HarrisonGoldspiel_LandVertsNortheast,Geothlypis philadelphia
HarrisonGoldspiel_LandVertsNortheast,Geothlypis tolmiei
HarrisonGoldspiel_LandVertsNortheast,Geothlypis trichas
HarrisonGoldspiel_LandVertsNortheast,Helmitheros vermicorus
HarrisonGoldspiel_LandVertsNortheast,Leiothlypis celata
HarrisonGoldspiel_LandVertsNortheast,Leiothlypis peregrina
HarrisonGoldspiel_LandVertsNortheast,Leiothlypis ruficapilla
HarrisonGoldspiel_LandVertsNortheast,Leiothlypis virginiae
HarrisonGoldspiel_LandVertsNortheast,Limnothlypis swainsonii
HarrisonGoldspiel_LandVertsNortheast,Mniotilta varia
HarrisonGoldspiel_LandVertsNortheast,Oporornis agilis
HarrisonGoldspiel_LandVertsNortheast,Parkesia motacilla
HarrisonGoldspiel_LandVertsNortheast,Parkesia noveboracensis
HarrisonGoldspiel_LandVertsNortheast,Protonataria citrea
HarrisonGoldspiel_LandVertsNortheast,Seiurus aurocapilla
HarrisonGoldspiel_LandVertsNortheast,Setophaga americana
HarrisonGoldspiel_LandVertsNortheast,Setophaga caerulescens
HarrisonGoldspiel_LandVertsNortheast,Setophaga castanea
HarrisonGoldspiel_LandVertsNortheast,Setophaga cerulea
HarrisonGoldspiel_LandVertsNortheast,Setophaga citrina
HarrisonGoldspiel_LandVertsNortheast,Setophaga coronata
HarrisonGoldspiel_LandVertsNortheast,Setophaga discolor
HarrisonGoldspiel_LandVertsNortheast,Setophaga dominica
HarrisonGoldspiel_LandVertsNortheast,Setophaga fusca
HarrisonGoldspiel_LandVertsNortheast,Setophaga kirtlandii
HarrisonGoldspiel_LandVertsNortheast,Setophaga magnolia
HarrisonGoldspiel_LandVertsNortheast,Setophaga nigrescens
HarrisonGoldspiel_LandVertsNortheast,Setophaga occidentalis
HarrisonGoldspiel_LandVertsNortheast,Setophaga palmarum
HarrisonGoldspiel_LandVertsNortheast,Setophaga pensylvanica
HarrisonGoldspiel_LandVertsNortheast,Setophaga petechia
HarrisonGoldspiel_LandVertsNortheast,Setophaga pinus
HarrisonGoldspiel_LandVertsNortheast,Setophaga ruticilla
HarrisonGoldspiel_LandVertsNortheast,Setophaga striata
HarrisonGoldspiel_LandVertsNortheast,Setophaga tigrina
HarrisonGoldspiel_LandVertsNortheast,Setophaga townsendi
HarrisonGoldspiel_LandVertsNortheast,Setophaga virens
HarrisonGoldspiel_LandVertsNortheast,Vermivora chrysoptera
HarrisonGoldspiel_LandVertsNortheast,Vermivora cyanoptera
HarrisonGoldspiel_LandVertsNortheast,Ammogramus savannarum
HarrisonGoldspiel_LandVertsNortheast,Ammospiza caudacuta
HarrisonGoldspiel_LandVertsNortheast,Ammospiza leconteii
HarrisonGoldspiel_LandVertsNortheast,Ammospiza maritima
HarrisonGoldspiel_LandVertsNortheast,Ammospiza nelsoni
HarrisonGoldspiel_LandVertsNortheast,Calamospiza melanocorys
HarrisonGoldspiel_LandVertsNortheast,Centronyx henslowii
HarrisonGoldspiel_LandVertsNortheast,Chondestes grammacus
HarrisonGoldspiel_LandVertsNortheast,Junco hyemalis
HarrisonGoldspiel_LandVertsNortheast,Melospiza georgiana
HarrisonGoldspiel_LandVertsNortheast,Melospiza lincolnii
HarrisonGoldspiel_LandVertsNortheast,Melospiza melodia
HarrisonGoldspiel_LandVertsNortheast,Passerculus sandwichensis
HarrisonGoldspiel_LandVertsNortheast,Passerella iliaca
HarrisonGoldspiel_LandVertsNortheast,Peucaea aestivalis
HarrisonGoldspiel_LandVertsNortheast,Pipilo chlorurus
HarrisonGoldspiel_LandVertsNortheast,Pipilo erythrophthalmus
HarrisonGoldspiel_LandVertsNortheast,Pipilo maculatus
HarrisonGoldspiel_LandVertsNortheast,Poecetes gramineus
HarrisonGoldspiel_LandVertsNortheast,Spizella pallida
HarrisonGoldspiel_LandVertsNortheast,Spizella passerina
HarrisonGoldspiel_LandVertsNortheast,Spizella pusilla
HarrisonGoldspiel_LandVertsNortheast,Spizelloides arborea
HarrisonGoldspiel_LandVertsNortheast,Zonotrichia albicollis
HarrisonGoldspiel_LandVertsNortheast,Zonotrichia atracapilla
HarrisonGoldspiel_LandVertsNortheast,Zonotrichia leucophyrys
HarrisonGoldspiel_LandVertsNortheast,Zonotrichia querula
HarrisonGoldspiel_LandVertsNortheast,Passer domesticus
HarrisonGoldspiel_LandVertsNortheast,Passer montanus
HarrisonGoldspiel_LandVertsNortheast,Polioptilia caerulea
HarrisonGoldspiel_LandVertsNortheast,Phainopepla nitens
HarrisonGoldspiel_LandVertsNortheast,Regulus calendula
HarrisonGoldspiel_LandVertsNortheast,Regulus satrapa
HarrisonGoldspiel_LandVertsNortheast,Sitta canadensis
HarrisonGoldspiel_LandVertsNortheast,Sitta carolinensis
HarrisonGoldspiel_LandVertsNortheast,Sturnus vulgaris
HarrisonGoldspiel_LandVertsNortheast,Cistothorus palustris
HarrisonGoldspiel_LandVertsNortheast,Cistothorus platensis
HarrisonGoldspiel_LandVertsNortheast,Salpinctes obsoletus
HarrisonGoldspiel_LandVertsNortheast,Thryothorus bewickii
HarrisonGoldspiel_LandVertsNortheast,Thryothorus ludovicianus
HarrisonGoldspiel_LandVertsNortheast,Troglodytes aedon
HarrisonGoldspiel_LandVertsNortheast,Troglodytes hiemalis
HarrisonGoldspiel_LandVertsNortheast,Catharus bicknelli
HarrisonGoldspiel_LandVertsNortheast,Catharus fuscenscens
HarrisonGoldspiel_LandVertsNortheast,Catharus guttatus
HarrisonGoldspiel_LandVertsNortheast,Catharus ustulatus
HarrisonGoldspiel_LandVertsNortheast,Hylocichla mustelina
HarrisonGoldspiel_LandVertsNortheast,Ixoreus naevius
HarrisonGoldspiel_LandVertsNortheast,Myadestes townsendi
HarrisonGoldspiel_LandVertsNortheast,Sialia currucoides
HarrisonGoldspiel_LandVertsNortheast,Sialia sialis
HarrisonGoldspiel_LandVertsNortheast,Turdus iliacus
HarrisonGoldspiel_LandVertsNortheast,Turdus migratorius
HarrisonGoldspiel_LandVertsNortheast,Turdus pilaris
HarrisonGoldspiel_LandVertsNortheast,Contopus cooperii
HarrisonGoldspiel_LandVertsNortheast,Contopus sordidulus
HarrisonGoldspiel_LandVertsNortheast,Contopus virens
HarrisonGoldspiel_LandVertsNortheast,Empidonax alnorum
HarrisonGoldspiel_LandVertsNortheast,Empidonax difficilis
HarrisonGoldspiel_LandVertsNortheast,Empidonax flaviventris
HarrisonGoldspiel_LandVertsNortheast,Empidonax hammondii
HarrisonGoldspiel_LandVertsNortheast,Empidonax minimus
HarrisonGoldspiel_LandVertsNortheast,Empidonax traillii
HarrisonGoldspiel_LandVertsNortheast,Empidonax virescens
HarrisonGoldspiel_LandVertsNortheast,Empidonax wrightii
HarrisonGoldspiel_LandVertsNortheast,Empidonomus varius
HarrisonGoldspiel_LandVertsNortheast,Myiarchus cinerascens
HarrisonGoldspiel_LandVertsNortheast,Myiarchus crinitus
HarrisonGoldspiel_LandVertsNortheast,Myiodynastes maculatus
HarrisonGoldspiel_LandVertsNortheast,Pyrocephalus rubinus
HarrisonGoldspiel_LandVertsNortheast,Sayornis phoebe
HarrisonGoldspiel_LandVertsNortheast,Sayornis saya
HarrisonGoldspiel_LandVertsNortheast,Tyrannus couchii
HarrisonGoldspiel_LandVertsNortheast,Tyrannus dominicensis
HarrisonGoldspiel_LandVertsNortheast,Tyrannus forficatus
HarrisonGoldspiel_LandVertsNortheast,Tyrannus melancholicus
HarrisonGoldspiel_LandVertsNortheast,Tyrannus savana
HarrisonGoldspiel_LandVertsNortheast,Tyrannus tyrannus
HarrisonGoldspiel_LandVertsNortheast,Tyrannus verticalis
HarrisonGoldspiel_LandVertsNortheast,Tyrannus vociferans
HarrisonGoldspiel_LandVertsNortheast,Vireo altiloquus
HarrisonGoldspiel_LandVertsNortheast,Vireo bellii
HarrisonGoldspiel_LandVertsNortheast,Vireo cassinii
HarrisonGoldspiel_LandVertsNortheast,Vireo flavifrons
HarrisonGoldspiel_LandVertsNortheast,Vireo flavoviridis
HarrisonGoldspiel_LandVertsNortheast,Vireo gilvus
HarrisonGoldspiel_LandVertsNortheast,Vireo griseus
HarrisonGoldspiel_LandVertsNortheast,Vireo olivaceus
HarrisonGoldspiel_LandVertsNortheast,Vireo philadelphicus
HarrisonGoldspiel_LandVertsNortheast,Vireo plumbeus
HarrisonGoldspiel_LandVertsNortheast,Vireo solitarius
HarrisonGoldspiel_LandVertsNortheast,Vireo solitarius
HarrisonGoldspiel_LandVertsNortheast,Ardea alba
HarrisonGoldspiel_LandVertsNortheast,Ardea cinerea
HarrisonGoldspiel_LandVertsNortheast,Ardea herodias
HarrisonGoldspiel_LandVertsNortheast,Botaurus lentiginosus
HarrisonGoldspiel_LandVertsNortheast,Bubulcus ibis
HarrisonGoldspiel_LandVertsNortheast,Butorides virescens
HarrisonGoldspiel_LandVertsNortheast,Egretta caerulea
HarrisonGoldspiel_LandVertsNortheast,Egretta garzetta
HarrisonGoldspiel_LandVertsNortheast,Egretta gularis
HarrisonGoldspiel_LandVertsNortheast,Egretta rufescens
HarrisonGoldspiel_LandVertsNortheast,Egretta thula
HarrisonGoldspiel_LandVertsNortheast,Egretta tricolor
HarrisonGoldspiel_LandVertsNortheast,Ixobrychus exilis
HarrisonGoldspiel_LandVertsNortheast,Nyctanassa violacea
HarrisonGoldspiel_LandVertsNortheast,Nycticorax nycticorax
HarrisonGoldspiel_LandVertsNortheast,Pelecanus erythrohynchos
HarrisonGoldspiel_LandVertsNortheast,Pelecanus occidentalis
HarrisonGoldspiel_LandVertsNortheast,Eudocimus albus
HarrisonGoldspiel_LandVertsNortheast,Platalea ajaja
HarrisonGoldspiel_LandVertsNortheast,Plegadis chihi
HarrisonGoldspiel_LandVertsNortheast,Plegadis falcinellus
HarrisonGoldspiel_LandVertsNortheast,Ardea alba
HarrisonGoldspiel_LandVertsNortheast,Butorides striatus
HarrisonGoldspiel_LandVertsNortheast,Phaethon aethereus
HarrisonGoldspiel_LandVertsNortheast,Phaethon lepturus
HarrisonGoldspiel_LandVertsNortheast,Colaptes auratus
HarrisonGoldspiel_LandVertsNortheast,Dryobates pubescens
HarrisonGoldspiel_LandVertsNortheast,Dryobates villosus
HarrisonGoldspiel_LandVertsNortheast,Dryocopus pileatus
HarrisonGoldspiel_LandVertsNortheast,Melanerpes carolinus
HarrisonGoldspiel_LandVertsNortheast,Melanerpes erythrocephalus
HarrisonGoldspiel_LandVertsNortheast,Melanerpes lewis
HarrisonGoldspiel_LandVertsNortheast,Picoides arcticus
HarrisonGoldspiel_LandVertsNortheast,Picoides dorsalis
HarrisonGoldspiel_LandVertsNortheast,Sphyrapicus ruber
HarrisonGoldspiel_LandVertsNortheast,Sphyrapicus varius
HarrisonGoldspiel_LandVertsNortheast,Aechmorphorus clarkii
HarrisonGoldspiel_LandVertsNortheast,Aechmorphorus occidentalis
HarrisonGoldspiel_LandVertsNortheast,Podiceps auritus
HarrisonGoldspiel_LandVertsNortheast,Podiceps grisegena
HarrisonGoldspiel_LandVertsNortheast,Podiceps nigricollis
HarrisonGoldspiel_LandVertsNortheast,Podilymbus podiceps
HarrisonGoldspiel_LandVertsNortheast,Thalassarche chlororhynchos
HarrisonGoldspiel_LandVertsNortheast,Thalassarche melanophris
HarrisonGoldspiel_LandVertsNortheast,Hydrobates castro
HarrisonGoldspiel_LandVertsNortheast,Hydrobates leucorhous
HarrisonGoldspiel_LandVertsNortheast,Ardenna gravis
HarrisonGoldspiel_LandVertsNortheast,Ardenna griseus
HarrisonGoldspiel_LandVertsNortheast,Calonectris diomedea
HarrisonGoldspiel_LandVertsNortheast,Fulmarus glacialis
HarrisonGoldspiel_LandVertsNortheast,Pterodroma arminjoniana
HarrisonGoldspiel_LandVertsNortheast,Pterodroma cahow
HarrisonGoldspiel_LandVertsNortheast,Pterodroma feae
HarrisonGoldspiel_LandVertsNortheast,Pterodroma hasitata
HarrisonGoldspiel_LandVertsNortheast,Puffinus baroli
HarrisonGoldspiel_LandVertsNortheast,Puffinus lherminieri
HarrisonGoldspiel_LandVertsNortheast,Puffinus puffinus
HarrisonGoldspiel_LandVertsNortheast,Melopsittacus undulatus
HarrisonGoldspiel_LandVertsNortheast,Myiopsitta monachus
HarrisonGoldspiel_LandVertsNortheast,Nymphicus hollandicus
HarrisonGoldspiel_LandVertsNortheast,Aegolius acadicus
HarrisonGoldspiel_LandVertsNortheast,Aegolius funereus
HarrisonGoldspiel_LandVertsNortheast,Asio flammeus
HarrisonGoldspiel_LandVertsNortheast,Asio otus
HarrisonGoldspiel_LandVertsNortheast,Athene cunicularia
HarrisonGoldspiel_LandVertsNortheast,Bubo scandiacus
HarrisonGoldspiel_LandVertsNortheast,Bubo virginianus
HarrisonGoldspiel_LandVertsNortheast,Megascops asio
HarrisonGoldspiel_LandVertsNortheast,Strix nebulosa
HarrisonGoldspiel_LandVertsNortheast,Strix varia
HarrisonGoldspiel_LandVertsNortheast,Surnia ulula
HarrisonGoldspiel_LandVertsNortheast,Tyto alba
HarrisonGoldspiel_LandVertsNortheast,Anhinga anhinga
HarrisonGoldspiel_LandVertsNortheast,Fregata ariel
HarrisonGoldspiel_LandVertsNortheast,Fregata magnificens
HarrisonGoldspiel_LandVertsNortheast,Phalacrocorax auritus
HarrisonGoldspiel_LandVertsNortheast,Phalacrocorax brasilianus
HarrisonGoldspiel_LandVertsNortheast,Phalacrocorax carbo
HarrisonGoldspiel_LandVertsNortheast,Morus bassanus
HarrisonGoldspiel_LandVertsNortheast,Slua dactylatra
HarrisonGoldspiel_LandVertsNortheast,Slua leucogaster
HarrisonGoldspiel_LandVertsNortheast,Alces alces
HarrisonGoldspiel_LandVertsNortheast,Odocoileus virginianus
HarrisonGoldspiel_LandVertsNortheast,Canis latrans
HarrisonGoldspiel_LandVertsNortheast,Canis lupus
HarrisonGoldspiel_LandVertsNortheast,Urocyon cinereoargenteus
HarrisonGoldspiel_LandVertsNortheast,Vulpes vulpes
HarrisonGoldspiel_LandVertsNortheast,Lynx canadensis
HarrisonGoldspiel_LandVertsNortheast,Lynx rufus
HarrisonGoldspiel_LandVertsNortheast,Mephitis mephitis
HarrisonGoldspiel_LandVertsNortheast,Lontra canadensis
HarrisonGoldspiel_LandVertsNortheast,Martes americana
HarrisonGoldspiel_LandVertsNortheast,Mustela erminea
HarrisonGoldspiel_LandVertsNortheast,Mustela richardsonii
HarrisonGoldspiel_LandVertsNortheast,Mustela vison
HarrisonGoldspiel_LandVertsNortheast,Neogale frenata
HarrisonGoldspiel_LandVertsNortheast,Pekania pennanti
HarrisonGoldspiel_LandVertsNortheast,Odobenus rosmarus
HarrisonGoldspiel_LandVertsNortheast,Cyctophora cristata
HarrisonGoldspiel_LandVertsNortheast,Erignathus barbatus
HarrisonGoldspiel_LandVertsNortheast,Halichoerus gypsus
HarrisonGoldspiel_LandVertsNortheast,Pagophilus groenlandicus
HarrisonGoldspiel_LandVertsNortheast,Phoca vitulina
HarrisonGoldspiel_LandVertsNortheast,Pusa hispida
HarrisonGoldspiel_LandVertsNortheast,Procyon lotor
HarrisonGoldspiel_LandVertsNortheast,Ursus americanus
HarrisonGoldspiel_LandVertsNortheast,Eptesicus fuscus
HarrisonGoldspiel_LandVertsNortheast,Lasionycteris noctivagans
HarrisonGoldspiel_LandVertsNortheast,Lasiurus borealis
HarrisonGoldspiel_LandVertsNortheast,Lasiurus cinereus
HarrisonGoldspiel_LandVertsNortheast,Myotis leibii
HarrisonGoldspiel_LandVertsNortheast,Myotis lucifugus
HarrisonGoldspiel_LandVertsNortheast,Myotis septentrionalis
HarrisonGoldspiel_LandVertsNortheast,Myotis sodalis
HarrisonGoldspiel_LandVertsNortheast,Perimyotis subflavus
HarrisonGoldspiel_LandVertsNortheast,Didelphis virginiana
HarrisonGoldspiel_LandVertsNortheast,Blarina brevicauda
HarrisonGoldspiel_LandVertsNortheast,Cryptotis parva
HarrisonGoldspiel_LandVertsNortheast,Sorex cinereus
HarrisonGoldspiel_LandVertsNortheast,Sorex dispar
HarrisonGoldspiel_LandVertsNortheast,Sorex fumeus
HarrisonGoldspiel_LandVertsNortheast,Sorex hoyi
HarrisonGoldspiel_LandVertsNortheast,Sorex palustris
HarrisonGoldspiel_LandVertsNortheast,Condylura cristata
HarrisonGoldspiel_LandVertsNortheast,Parascalops breweri
HarrisonGoldspiel_LandVertsNortheast,Scalopus aquaticus
HarrisonGoldspiel_LandVertsNortheast,Lepus americanus
HarrisonGoldspiel_LandVertsNortheast,Lepus californicus
HarrisonGoldspiel_LandVertsNortheast,Lepus europaeus
HarrisonGoldspiel_LandVertsNortheast,Oryctolagus cuniculus
HarrisonGoldspiel_LandVertsNortheast,Sylvilagus floridanus
HarrisonGoldspiel_LandVertsNortheast,Sylvilagus transionalis
HarrisonGoldspiel_LandVertsNortheast,Castor canadensis
HarrisonGoldspiel_LandVertsNortheast,Microtus breweri
HarrisonGoldspiel_LandVertsNortheast,Microtus pennsylvanicus
HarrisonGoldspiel_LandVertsNortheast,Microtus pinetorum
HarrisonGoldspiel_LandVertsNortheast,Myodes gapperi
HarrisonGoldspiel_LandVertsNortheast,Neotoma magister
HarrisonGoldspiel_LandVertsNortheast,Ondatra zibethicus
HarrisonGoldspiel_LandVertsNortheast,Peromyscus leucopus
HarrisonGoldspiel_LandVertsNortheast,Peromyscus maniculatus
HarrisonGoldspiel_LandVertsNortheast,Synaptomys borealis
HarrisonGoldspiel_LandVertsNortheast,Synaptomys cooperi
HarrisonGoldspiel_LandVertsNortheast,Napaeozapus insignis
HarrisonGoldspiel_LandVertsNortheast,Zapus hudsonius
HarrisonGoldspiel_LandVertsNortheast,Erethizon dorsatum
HarrisonGoldspiel_LandVertsNortheast,Mus musculus
HarrisonGoldspiel_LandVertsNortheast,Rattus norvegicus
HarrisonGoldspiel_LandVertsNortheast,Rattus rattus
HarrisonGoldspiel_LandVertsNortheast,Glaucomys sabrinus
HarrisonGoldspiel_LandVertsNortheast,Glaucomys volans
HarrisonGoldspiel_LandVertsNortheast,Marmorata monax
HarrisonGoldspiel_LandVertsNortheast,Sciurus carolinensis
HarrisonGoldspiel_LandVertsNortheast,Sciurus niger
HarrisonGoldspiel_LandVertsNortheast,Tamias striatus
HarrisonGoldspiel_LandVertsNortheast,Tamiasciurus hudsonicus
