full_branch,superkingdom,kingdom,phylum,class,order,spp_list
cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amphibia;Gymnophiona,Eukaryota_2759,Metazoa_33208,Chordata_7711,Amphibia_8292,Gymnophiona_8445,2942641;2834465;2832468;2804913;2761481;2761480;2761479;2761478;2761477;2761476;2761475;2761474;2761473;2730674;2664916;2664915;2664914;2664913;2664912;2602918;2502016;2502015;2194469;2194468;2194467;2116690;2067554;1968256;1968253;1938463;1903093;1903084;1738146;1738145;1628364;1628363;1628362;1628361;1415582;1415581;1415580;1415579;1415578;1415577;1415576;1415575;1194546;1126049;1126048;1126047;1126046;1126018;1126017;1126016;1126014;1126013;1126012;1120437;1120426;1120424;1120422;1120419;1120418;1043697;1043020;1043019;1037007;1035548;1035547;1035546;1035545;1035544;1035543;1035542;1035541;928324;910372;886294;870535;709367;709366;709365;709364;709363;709362;709361;709360;709359;709358;709357;709356;709355;709354;709353;655595;655594;650640;543905;543902;543901;508865;449092;441559;441558;441557;441556;441555;420444;420430;420425;420423;420416;406260;377260;356212;356198;356194;324354;320582;320581;320580;320579;302920;302919;262585;261001;261000;260995;260983;260982;194527;194526;194415;194414;194413;194412;194411;194410;194409;194408;194406;194405;194404;194403;194402;118254;118251;102246;8456;8453;8450;8448
